SppCode1,SppCode2,SIF,Direction,sd,2.50%,97.50%,Rhat,psiA,sd,2.50%,97.50%,Rhat,psiBA,sd,2.50%,97.50%,Rhat,psiBa,sd,2.50%,97.50%,Rhat,psiB,sd,2.50%,97.50%,Rhat,pA,sd,2.50%,97.50%,Rhat,pB,sd,2.50%,97.50%,Rhat
CICI,ORAF,1.21,Positive,0.11,1,1.43,1,0.77,0.06,0.65,0.88,1,0.36,0.08,0.21,0.53,1,0.09,0.09,0,0.32,1,0.3,0.07,0.17,0.44,1,0.05,0,0.04,0.05,1,0.02,0,0.01,0.03,1
CICI,POLA,1.13,Positive,0.06,1.04,1.27,1,0.77,0.06,0.66,0.88,1,0.91,0.05,0.79,0.99,1,0.44,0.14,0.18,0.71,1,0.8,0.06,0.69,0.9,1,0.05,0,0.04,0.05,1,0.05,0,0.05,0.06,1
HINI,ALBU,2.1,Positive,0.38,1.47,2.95,1,0.35,0.06,0.23,0.48,1,0.62,0.12,0.39,0.84,1,0.13,0.06,0.04,0.26,1,0.3,0.06,0.19,0.43,1,0.03,0,0.03,0.04,1,0.03,0,0.02,0.04,1
HINI,TRAN,1.28,Positive,0.14,1.03,1.58,1,0.36,0.07,0.24,0.5,1,0.82,0.08,0.63,0.95,1,0.54,0.08,0.38,0.7,1,0.64,0.06,0.52,0.76,1,0.03,0,0.03,0.04,1,0.08,0,0.07,0.09,1
HINI,TRST,1.33,Positive,0.14,1.07,1.64,1,0.36,0.07,0.24,0.49,1,0.86,0.08,0.67,0.98,1,0.54,0.09,0.37,0.7,1,0.65,0.07,0.52,0.78,1,0.03,0,0.03,0.04,1,0.03,0,0.03,0.04,1
HYAF,ORAF,1.55,Positive,0.21,1.18,2.01,1,0.56,0.07,0.43,0.69,1,0.44,0.1,0.26,0.65,1,0.09,0.06,0.01,0.25,1,0.29,0.07,0.17,0.43,1,0.05,0,0.04,0.05,1,0.02,0,0.01,0.03,1
HYAF,POLA,1.18,Positive,0.08,1.04,1.35,1,0.56,0.07,0.43,0.69,1,0.92,0.05,0.8,0.99,1,0.61,0.1,0.42,0.8,1,0.79,0.05,0.67,0.89,1,0.05,0,0.04,0.05,1,0.05,0,0.05,0.06,1
HYAF,TRAN,1.18,Positive,0.09,1.01,1.38,1,0.57,0.07,0.44,0.7,1,0.76,0.07,0.6,0.89,1,0.5,0.1,0.31,0.69,1,0.65,0.06,0.52,0.76,1,0.04,0,0.04,0.05,1,0.08,0,0.07,0.09,1
ICAL,ATPA,1.61,Positive,0.33,1.03,2.32,1,0.52,0.13,0.3,0.84,1,0.65,0.13,0.38,0.9,1,0.16,0.12,0.01,0.42,1,0.41,0.07,0.28,0.55,1,0.01,0,0,0.01,1,0.02,0,0.02,0.03,1
ICAL,CICI,1.2,Positive,0.11,1,1.44,1,0.64,0.15,0.34,0.92,1,0.92,0.07,0.74,1,1,0.46,0.21,0.04,0.81,1,0.77,0.06,0.65,0.87,1,0.01,0,0,0.01,1,0.05,0,0.04,0.05,1
KOEL,AEME,1.03,Positive,0.03,1,1.1,1,0.95,0.03,0.89,0.99,1,0.75,0.06,0.64,0.85,1,0.25,0.19,0.01,0.71,1,0.73,0.06,0.61,0.83,1,0.34,0.01,0.33,0.35,1,0.17,0.01,0.16,0.18,1
KOEL,CICI,1.03,Positive,0.03,1,1.1,1,0.95,0.03,0.89,0.99,1,0.8,0.06,0.68,0.9,1,0.28,0.21,0.01,0.78,1,0.78,0.06,0.66,0.88,1,0.34,0.01,0.33,0.35,1,0.05,0,0.04,0.05,1
KOEL,LOAF,1.01,Positive,0.01,1,1.05,1,0.95,0.03,0.89,0.99,1,0.94,0.04,0.85,0.99,1,0.75,0.19,0.29,0.99,1,0.93,0.04,0.84,0.98,1,0.34,0.01,0.33,0.35,1,0.06,0,0.05,0.06,1
KOEL,OUOU,1.04,Positive,0.03,1,1.1,1,0.95,0.03,0.89,0.99,1,0.86,0.05,0.76,0.93,1,0.25,0.2,0.01,0.72,1,0.83,0.05,0.72,0.91,1,0.34,0.01,0.33,0.35,1,0.12,0,0.11,0.13,1
KOEL,PACY,1.01,Positive,0.01,1,1.05,1,0.95,0.03,0.89,0.99,1,0.98,0.02,0.94,1,1,0.75,0.19,0.29,0.99,1,0.97,0.02,0.92,1,1,0.34,0.01,0.33,0.35,1,0.31,0.01,0.29,0.32,1
KOEL,PHAF,1.01,Positive,0.01,1,1.05,1,0.95,0.03,0.89,0.99,1,0.98,0.02,0.94,1,1,0.75,0.19,0.29,0.99,1,0.97,0.02,0.92,1,1,0.34,0.01,0.33,0.35,1,0.38,0.01,0.37,0.4,1
KOEL,POLA,1.03,Positive,0.03,1,1.1,1,0.95,0.03,0.89,0.99,1,0.83,0.05,0.71,0.92,1,0.28,0.21,0.01,0.77,1,0.8,0.06,0.68,0.9,1,0.34,0.01,0.33,0.35,1,0.05,0,0.05,0.06,1
KOEL,TRSY,1.01,Positive,0.01,1,1.05,1,0.95,0.03,0.89,0.99,1,0.98,0.02,0.94,1,1,0.75,0.19,0.3,0.99,1,0.97,0.02,0.92,1,1,0.34,0.01,0.33,0.35,1,0.26,0.01,0.25,0.27,1
LEMI,ORAF,1.89,Positive,0.47,1.06,2.91,1,0.31,0.08,0.18,0.48,1,0.55,0.15,0.27,0.85,1,0.18,0.08,0.05,0.35,1,0.3,0.07,0.17,0.45,1,0.02,0,0.01,0.02,1,0.02,0,0.01,0.03,1
LOAF,PACY,1.01,Positive,0.01,1,1.05,1,0.94,0.03,0.86,0.99,1,0.98,0.02,0.94,1,1,0.77,0.19,0.29,0.99,1,0.97,0.02,0.92,1,1,0.06,0,0.05,0.06,1,0.31,0.01,0.29,0.32,1
LOAF,TRSY,1.01,Positive,0.01,1,1.05,1,0.94,0.03,0.86,0.99,1,0.98,0.02,0.94,1,1,0.77,0.19,0.28,0.99,1,0.97,0.02,0.92,1,1,0.06,0,0.05,0.06,1,0.26,0.01,0.25,0.27,1
MUMU,CENA,2.38,Positive,0.71,1.19,3.99,1,0.28,0.08,0.15,0.48,1,0.4,0.13,0.17,0.67,1,0.08,0.05,0.01,0.19,1,0.17,0.05,0.09,0.27,1,0.01,0,0.01,0.02,1,0.11,0.01,0.09,0.13,1
OUOU,AEME,1.16,Positive,0.06,1.06,1.31,1,0.83,0.05,0.72,0.91,1,0.84,0.05,0.73,0.93,1,0.18,0.11,0.02,0.43,1,0.73,0.06,0.61,0.83,1,0.12,0,0.11,0.13,1,0.17,0.01,0.16,0.18,1
OUOU,CICI,1.11,Positive,0.05,1.03,1.23,1,0.83,0.05,0.72,0.91,1,0.85,0.05,0.73,0.94,1,0.38,0.15,0.13,0.69,1,0.77,0.06,0.65,0.87,1,0.12,0,0.11,0.13,1,0.05,0,0.04,0.05,1
OUOU,LOAF,1.04,Positive,0.03,1,1.12,1,0.83,0.05,0.72,0.91,1,0.95,0.03,0.88,0.99,1,0.74,0.14,0.44,0.96,1,0.92,0.04,0.83,0.97,1,0.12,0,0.11,0.13,1,0.06,0,0.05,0.06,1
OUOU,TRST,1.09,Positive,0.05,1.01,1.22,1,0.83,0.05,0.72,0.92,1,0.72,0.07,0.58,0.85,1,0.36,0.15,0.1,0.67,1,0.66,0.07,0.53,0.79,1,0.12,0,0.11,0.13,1,0.03,0,0.03,0.04,1
PALE,LEMI,2.42,Positive,0.8,1.04,4.2,1,0.19,0.11,0.05,0.46,1,0.7,0.19,0.3,0.98,1,0.21,0.09,0.03,0.4,1,0.3,0.07,0.18,0.46,1,0.01,0,0,0.02,1,0.02,0,0.01,0.02,1
PHAF,GEGE,1.01,Positive,0.01,1,1.04,1,0.98,0.02,0.94,1,1,0.81,0.05,0.7,0.89,1,0.5,0.29,0.02,0.98,1,0.8,0.05,0.7,0.89,1,0.38,0.01,0.37,0.4,1,0.13,0,0.12,0.14,1
PHAF,LOAF,1.01,Positive,0.01,1,1.04,1,0.98,0.02,0.94,1,1,0.94,0.03,0.86,0.99,1,0.5,0.29,0.03,0.98,1,0.93,0.04,0.85,0.98,1,0.38,0.01,0.37,0.4,1,0.06,0,0.05,0.06,1
PHAF,OUOU,1.01,Positive,0.01,1,1.04,1,0.98,0.02,0.94,1,1,0.83,0.05,0.72,0.91,1,0.5,0.29,0.03,0.98,1,0.82,0.05,0.72,0.91,1,0.38,0.01,0.37,0.4,1,0.12,0,0.11,0.13,1
PHAF,PACY,1.01,Positive,0.01,1,1.04,1,0.98,0.02,0.94,1,1,0.98,0.02,0.94,1,1,0.5,0.29,0.02,0.97,1,0.98,0.02,0.93,1,1,0.38,0.01,0.37,0.4,1,0.31,0.01,0.29,0.32,1
PHAF,POLA,1.01,Positive,0.01,1,1.04,1,0.98,0.02,0.94,1,1,0.81,0.06,0.69,0.9,1,0.5,0.29,0.02,0.98,1,0.8,0.06,0.68,0.9,1,0.38,0.01,0.37,0.4,1,0.05,0,0.05,0.06,1
PHAF,TRSY,1.01,Positive,0.01,1,1.04,1,0.98,0.02,0.94,1,1,0.98,0.02,0.94,1,1,0.5,0.29,0.02,0.97,1,0.98,0.02,0.93,1,1,0.38,0.01,0.37,0.4,1,0.26,0.01,0.25,0.27,1
RERE,CICI,1.14,Positive,0.07,1.02,1.29,1,0.66,0.06,0.54,0.78,1,0.87,0.06,0.74,0.96,1,0.57,0.11,0.34,0.78,1,0.77,0.06,0.65,0.87,1,0.05,0,0.04,0.06,1,0.05,0,0.04,0.05,1
RERE,LEMI,1.31,Positive,0.15,1.03,1.64,1,0.66,0.06,0.54,0.78,1,0.42,0.1,0.24,0.64,1,0.13,0.09,0.01,0.35,1,0.32,0.08,0.19,0.49,1,0.05,0,0.04,0.06,1,0.02,0,0.01,0.02,1
RERE,OUOU,1.13,Positive,0.06,1.03,1.27,1,0.66,0.06,0.53,0.78,1,0.92,0.04,0.82,0.98,1,0.61,0.11,0.4,0.81,1,0.82,0.05,0.71,0.9,1,0.05,0,0.04,0.06,1,0.12,0,0.11,0.13,1
TRAN,CENA,1.42,Positive,0.17,1.09,1.77,1,0.65,0.06,0.52,0.76,1,0.25,0.07,0.13,0.39,1,0.04,0.04,0,0.16,1,0.17,0.05,0.09,0.28,1,0.08,0,0.07,0.09,1,0.11,0.01,0.09,0.13,1
TRAN,CICI,1.13,Positive,0.07,1.02,1.28,1,0.65,0.06,0.52,0.76,1,0.88,0.06,0.74,0.98,1,0.6,0.11,0.38,0.8,1,0.78,0.06,0.66,0.88,1,0.08,0,0.07,0.09,1,0.05,0,0.04,0.05,1
TRAN,TRST,1.18,Positive,0.09,1.03,1.38,1,0.65,0.06,0.52,0.76,1,0.76,0.07,0.61,0.89,1,0.44,0.11,0.24,0.67,1,0.65,0.07,0.52,0.77,1,0.08,0,0.07,0.09,1,0.03,0,0.03,0.04,1
TRST,AEME,1.17,Positive,0.08,1.04,1.34,1,0.66,0.07,0.53,0.79,1,0.84,0.06,0.71,0.94,1,0.49,0.11,0.27,0.71,1,0.72,0.06,0.61,0.83,1,0.03,0,0.03,0.04,1,0.17,0.01,0.16,0.18,1
TRST,SYCA,1.21,Positive,0.11,1.01,1.46,1,0.67,0.07,0.53,0.79,1,0.72,0.11,0.51,0.93,1,0.35,0.14,0.11,0.65,1,0.6,0.09,0.43,0.78,1,0.03,0,0.03,0.04,1,0.01,0,0.01,0.02,1
TRSY,PACY,1.01,Positive,0.01,1,1.04,1,0.98,0.02,0.94,1,1,0.98,0.02,0.94,1,1,0.5,0.29,0.03,0.97,1,0.98,0.02,0.93,1,1,0.26,0.01,0.25,0.27,1,0.31,0.01,0.29,0.32,1
