,Camera,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName
120634,G08,Baboon,3/27/17 5:57,3/27/17,5:57:36,3,0,0,0,Complete/G08/Baboon,03290558.JPG
5098,A08,Baboon,12/17/16 5:57,12/17/16,5:57:39,35,1,0,0,Complete/A08/Baboon,12170179.JPG
339905,M10,Baboon,12/13/16 5:57,12/13/16,5:57:40,46,1,0,0,Complete/M10/Baboon,12130182.JPG
5099,A08,Baboon,12/17/16 5:57,12/17/16,5:57:41,2,0,0,0,Complete/A08/Baboon,12170180.JPG
255827,J07,Baboon,5/9/17 5:57,5/9/17,5:57:42,161,3,0,0,Complete/J07/Baboon,05090016.JPG
339906,M10,Baboon,12/13/16 5:57,12/13/16,5:57:42,2,0,0,0,Complete/M10/Baboon,12130183.JPG
122870,G10,Baboon,2/5/17 5:57,2/5/17,5:57:44,56786,946,15.8,0.7,Complete/G10/Baboon,EK002005.JPG
122871,G10,Baboon,2/5/17 5:57,2/5/17,5:57:44,56786,946,15.8,0.7,Complete/G10/Baboon,EK002006.JPG
255828,J07,Baboon,5/9/17 5:57,5/9/17,5:57:44,2,0,0,0,Complete/J07/Baboon,05090017.JPG
272704,K04,Baboon,12/23/16 5:57,12/23/16,5:57:46,41,1,0,0,Complete/K04/Baboon,12230572.JPG
272705,K04,Baboon,12/23/16 5:57,12/23/16,5:57:48,2,0,0,0,Complete/K04/Baboon,12230573.JPG
336136,M08,Baboon,11/15/16 5:57,11/15/16,5:57:49,71946,1199,20,0.8,Complete/M08/Baboon,11150163.JPG
336137,M08,Baboon,11/15/16 5:57,11/15/16,5:57:51,2,0,0,0,Complete/M08/Baboon,11150164.JPG
287182,K06,Baboon,6/22/17 5:57,6/22/17,5:57:52,58,1,0,0,Complete/K06/Baboon,EK007676.JPG
287183,K06,Baboon,6/22/17 5:57,6/22/17,5:57:52,58,1,0,0,Complete/K06/Baboon,EK007677.JPG
255853,J07,Baboon,6/8/17 5:57,6/8/17,5:57:53,44436,741,12.3,0.5,Complete/J07/Baboon,06080706.JPG
255854,J07,Baboon,6/8/17 5:57,6/8/17,5:57:53,44436,741,12.3,0.5,Complete/J07/Baboon,06080707.JPG
111169,G06,Baboon,11/13/16 5:58,11/13/16,5:58:09,698,12,0.2,0,Complete/G06/Baboon,11130113.JPG
90219,F07,Baboon,11/10/16 5:58,11/10/16,5:58:10,243,4,0.1,0,Complete/F07/Baboon,EK000701.JPG
90220,F07,Baboon,11/10/16 5:58,11/10/16,5:58:10,243,4,0.1,0,Complete/F07/Baboon,EK000702.JPG
111170,G06,Baboon,11/13/16 5:58,11/13/16,5:58:10,1,0,0,0,Complete/G06/Baboon,11130114.JPG
339667,M10,Baboon,11/27/16 5:58,11/27/16,5:58:10,53,1,0,0,Complete/M10/Baboon,11270685.JPG
339668,M10,Baboon,11/27/16 5:58,11/27/16,5:58:10,53,1,0,0,Complete/M10/Baboon,11270686.JPG
5100,A08,Baboon,12/17/16 5:58,12/17/16,5:58:14,33,1,0,0,Complete/A08/Baboon,12170181.JPG
90986,F07,Baboon,1/28/17 5:58,1/28/17,5:58:14,47007,783,13.1,0.5,Complete/F07/Baboon,EK001481.JPG
90987,F07,Baboon,1/28/17 5:58,1/28/17,5:58:14,47007,783,13.1,0.5,Complete/F07/Baboon,EK001482.JPG
5101,A08,Baboon,12/17/16 5:58,12/17/16,5:58:18,4,0,0,0,Complete/A08/Baboon,12170182.JPG
267898,J13,Baboon,12/12/16 5:58,12/12/16,5:58:21,77,1,0,0,Complete/J13/Baboon,EK002343.JPG
267899,J13,Baboon,12/12/16 5:58,12/12/16,5:58:22,1,0,0,0,Complete/J13/Baboon,EK002344.JPG
339937,M10,Baboon,12/15/16 5:58,12/15/16,5:58:28,93,2,0,0,Complete/M10/Baboon,12150290.JPG
339938,M10,Baboon,12/15/16 5:58,12/15/16,5:58:30,2,0,0,0,Complete/M10/Baboon,12150291.JPG
122872,G10,Baboon,2/5/17 5:58,2/5/17,5:58:31,47,1,0,0,Complete/G10/Baboon,EK002007.JPG
122873,G10,Baboon,2/5/17 5:58,2/5/17,5:58:32,1,0,0,0,Complete/G10/Baboon,EK002008.JPG
287184,K06,Baboon,6/22/17 5:58,6/22/17,5:58:34,42,1,0,0,Complete/K06/Baboon,EK007678.JPG
287185,K06,Baboon,6/22/17 5:58,6/22/17,5:58:35,1,0,0,0,Complete/K06/Baboon,EK007679.JPG
142471,H05,Baboon,5/25/17 5:58,5/25/17,5:58:41,50655,844,14.1,0.6,Complete/H05/Baboon,EK009737.JPG
142472,H05,Baboon,5/25/17 5:58,5/25/17,5:58:41,50655,844,14.1,0.6,Complete/H05/Baboon,EK009738.JPG
121911,G10,Baboon,1/6/17 5:58,1/6/17,5:58:43,64697,1078,18,0.8,Complete/G10/Baboon,EK000619.JPG
121912,G10,Baboon,1/6/17 5:58,1/6/17,5:58:44,1,0,0,0,Complete/G10/Baboon,EK000620.JPG
339669,M10,Baboon,11/27/16 5:58,11/27/16,5:58:46,36,1,0,0,Complete/M10/Baboon,11270687.JPG
339670,M10,Baboon,11/27/16 5:58,11/27/16,5:58:48,2,0,0,0,Complete/M10/Baboon,11270688.JPG
255829,J07,Baboon,5/9/17 5:58,5/9/17,5:58:52,68,1,0,0,Complete/J07/Baboon,05090018.JPG
255830,J07,Baboon,5/9/17 5:58,5/9/17,5:58:54,2,0,0,0,Complete/J07/Baboon,05090019.JPG
120552,G08,Baboon,3/9/17 5:59,3/9/17,5:59:00,111,2,0,0,Complete/G08/Baboon,03110345.JPG
120553,G08,Baboon,3/9/17 5:59,3/9/17,5:59:00,111,2,0,0,Complete/G08/Baboon,03110346.JPG
339907,M10,Baboon,12/13/16 5:59,12/13/16,5:59:01,79,1,0,0,Complete/M10/Baboon,12130184.JPG
301496,K08,Baboon,11/24/16 5:59,11/24/16,5:59:03,142682,2378,39.6,1.7,Complete/K08/Baboon,11240201.JPG
339908,M10,Baboon,12/13/16 5:59,12/13/16,5:59:03,2,0,0,0,Complete/M10/Baboon,12130185.JPG
301497,K08,Baboon,11/24/16 5:59,11/24/16,5:59:05,2,0,0,0,Complete/K08/Baboon,11240202.JPG
5102,A08,Baboon,12/17/16 5:59,12/17/16,5:59:09,51,1,0,0,Complete/A08/Baboon,12170183.JPG
5103,A08,Baboon,12/17/16 5:59,12/17/16,5:59:09,51,1,0,0,Complete/A08/Baboon,12170184.JPG
120635,G08,Baboon,3/27/17 5:59,3/27/17,5:59:09,93,2,0,0,Complete/G08/Baboon,03290559.JPG
141074,H05,Baboon,11/6/16 5:59,11/6/16,5:59:09,76882,1281,21.4,0.9,Complete/H05/Baboon,EK000101.JPG
141075,H05,Baboon,11/6/16 5:59,11/6/16,5:59:09,76882,1281,21.4,0.9,Complete/H05/Baboon,EK000102.JPG
120636,G08,Baboon,3/27/17 5:59,3/27/17,5:59:11,2,0,0,0,Complete/G08/Baboon,03290560.JPG
285546,K06,Baboon,1/6/17 5:59,1/6/17,5:59:17,51126,852,14.2,0.6,Complete/K06/Baboon,EK002933.JPG
285547,K06,Baboon,1/6/17 5:59,1/6/17,5:59:17,51126,852,14.2,0.6,Complete/K06/Baboon,EK002934.JPG
68272,E06,Baboon,12/27/16 5:59,12/27/16,5:59:18,679,11,0.2,0,Complete/E06/Baboon,EK002759.JPG
68273,E06,Baboon,12/27/16 5:59,12/27/16,5:59:18,679,11,0.2,0,Complete/E06/Baboon,EK002760.JPG
121913,G10,Baboon,1/6/17 5:59,1/6/17,5:59:18,34,1,0,0,Complete/G10/Baboon,EK000621.JPG
121914,G10,Baboon,1/6/17 5:59,1/6/17,5:59:19,1,0,0,0,Complete/G10/Baboon,EK000622.JPG
122874,G10,Baboon,2/5/17 5:59,2/5/17,5:59:21,49,1,0,0,Complete/G10/Baboon,EK002009.JPG
122875,G10,Baboon,2/5/17 5:59,2/5/17,5:59:21,49,1,0,0,Complete/G10/Baboon,EK002010.JPG
287186,K06,Baboon,6/22/17 5:59,6/22/17,5:59:21,46,1,0,0,Complete/K06/Baboon,EK007680.JPG
287187,K06,Baboon,6/22/17 5:59,6/22/17,5:59:21,46,1,0,0,Complete/K06/Baboon,EK007681.JPG
67746,E06,Baboon,11/11/16 5:59,11/11/16,5:59:25,590,10,0.2,0,Complete/E06/Baboon,EK000741.JPG
22647,B09,Baboon,12/19/16 5:59,12/19/16,5:59:51,1315,22,0.4,0,Complete/B09/Baboon,12190277.JPG
22648,B09,Baboon,12/19/16 5:59,12/19/16,5:59:54,3,0,0,0,Complete/B09/Baboon,12190278.JPG
90996,F07,Baboon,1/30/17 5:59,1/30/17,5:59:58,46408,773,12.9,0.5,Complete/F07/Baboon,EK004049.JPG
121915,G10,Baboon,1/6/17 5:59,1/6/17,5:59:58,39,1,0,0,Complete/G10/Baboon,EK000624.JPG
122876,G10,Baboon,2/5/17 5:59,2/5/17,5:59:58,37,1,0,0,Complete/G10/Baboon,EK002011.JPG
339998,M10,Baboon,12/25/16 5:59,12/25/16,5:59:58,257414,4290,71.5,3,Complete/M10/Baboon,12250574.JPG
90997,F07,Baboon,1/30/17 5:59,1/30/17,5:59:59,1,0,0,0,Complete/F07/Baboon,EK004050.JPG
121916,G10,Baboon,1/6/17 5:59,1/6/17,5:59:59,1,0,0,0,Complete/G10/Baboon,EK000623.JPG
142061,H05,Baboon,3/24/17 5:59,3/24/17,5:59:59,45867,764,12.7,0.5,Complete/H05/Baboon,EK006171.JPG
128082,G12,Baboon,3/1/17 17:30,3/1/17,17:30:01,2,0,0,0,Complete/G12/Baboon,03010504.JPG
330558,L11,Baboon,4/20/17 17:30,4/20/17,17:30:01,7479,125,2.1,0.1,Complete/L11/Baboon,04200239.JPG
330559,L11,Baboon,4/20/17 17:30,4/20/17,17:30:02,1,0,0,0,Complete/L11/Baboon,04200240.JPG
75011,E10,Baboon,5/8/17 17:30,5/8/17,17:30:04,41,1,0,0,Complete/E10/Baboon,05080688.JPG
75012,E10,Baboon,5/8/17 17:30,5/8/17,17:30:05,1,0,0,0,Complete/E10/Baboon,05080689.JPG
316587,L07,Baboon,2/26/17 17:30,2/26/17,17:30:07,247,4,0.1,0,Complete/L07/Baboon,02260783.JPG
172641,I04,Baboon,5/18/17 17:30,5/18/17,17:30:12,63,1,0,0,Complete/I04/Baboon,05180203.JPG
90746,F07,Baboon,1/12/17 17:30,1/12/17,17:30:14,37749,629,10.5,0.4,Complete/F07/Baboon,EK004737.JPG
90747,F07,Baboon,1/12/17 17:30,1/12/17,17:30:14,37749,629,10.5,0.4,Complete/F07/Baboon,EK004738.JPG
172642,I04,Baboon,5/18/17 17:30,5/18/17,17:30:15,3,0,0,0,Complete/I04/Baboon,05180204.JPG
272680,K04,Baboon,12/22/16 17:30,12/22/16,17:30:19,365,6,0.1,0,Complete/K04/Baboon,12220544.JPG
272681,K04,Baboon,12/22/16 17:30,12/22/16,17:30:21,2,0,0,0,Complete/K04/Baboon,12220545.JPG
75013,E10,Baboon,5/8/17 17:30,5/8/17,17:30:34,29,0,0,0,Complete/E10/Baboon,05080690.JPG
75014,E10,Baboon,5/8/17 17:30,5/8/17,17:30:34,29,0,0,0,Complete/E10/Baboon,05080691.JPG
128083,G12,Baboon,3/1/17 17:30,3/1/17,17:30:44,43,1,0,0,Complete/G12/Baboon,03010505.JPG
128084,G12,Baboon,3/1/17 17:30,3/1/17,17:30:46,2,0,0,0,Complete/G12/Baboon,03010506.JPG
316796,L07,Baboon,3/31/17 17:30,3/31/17,17:30:49,53,1,0,0,Complete/L07/Baboon,03310558.JPG
90748,F07,Baboon,1/12/17 17:30,1/12/17,17:30:50,36,1,0,0,Complete/F07/Baboon,EK004739.JPG
90749,F07,Baboon,1/12/17 17:30,1/12/17,17:30:51,1,0,0,0,Complete/F07/Baboon,EK004740.JPG
316588,L07,Baboon,2/26/17 17:30,2/26/17,17:30:55,48,1,0,0,Complete/L07/Baboon,02260784.JPG
272682,K04,Baboon,12/22/16 17:30,12/22/16,17:30:56,35,1,0,0,Complete/K04/Baboon,12220546.JPG
272683,K04,Baboon,12/22/16 17:30,12/22/16,17:30:59,3,0,0,0,Complete/K04/Baboon,12220547.JPG
75015,E10,Baboon,5/8/17 17:31,5/8/17,17:31:06,32,1,0,0,Complete/E10/Baboon,05080692.JPG
75016,E10,Baboon,5/8/17 17:31,5/8/17,17:31:07,1,0,0,0,Complete/E10/Baboon,05080693.JPG
83255,E12,Baboon,1/14/17 17:31,1/14/17,17:31:15,1692,28,0.5,0,Complete/E12/Baboon,01140231.JPG
120626,G08,Baboon,3/26/17 17:31,3/26/17,17:31:15,1623,27,0.4,0,Complete/G08/Baboon,03290547.JPG
83256,E12,Baboon,1/14/17 17:31,1/14/17,17:31:16,1,0,0,0,Complete/E12/Baboon,01140232.JPG
120627,G08,Baboon,3/26/17 17:31,3/26/17,17:31:17,2,0,0,0,Complete/G08/Baboon,03290548.JPG
90750,F07,Baboon,1/12/17 17:31,1/12/17,17:31:27,36,1,0,0,Complete/F07/Baboon,EK004741.JPG
90751,F07,Baboon,1/12/17 17:31,1/12/17,17:31:28,1,0,0,0,Complete/F07/Baboon,EK004742.JPG
127845,G12,Baboon,2/2/17 17:31,2/2/17,17:31:28,726,12,0.2,0,Complete/G12/Baboon,02020444.JPG
27800,C08,Baboon,1/3/17 17:31,1/3/17,17:31:29,18847,314,5.2,0.2,Complete/C08/Baboon,01030375.JPG
127846,G12,Baboon,2/2/17 17:31,2/2/17,17:31:30,2,0,0,0,Complete/G12/Baboon,02020445.JPG
27801,C08,Baboon,1/3/17 17:31,1/3/17,17:31:31,2,0,0,0,Complete/C08/Baboon,01030376.JPG
111291,G06,Baboon,2/4/17 17:31,2/4/17,17:31:33,82931,1382,23,1,Complete/G06/Baboon,02040193.JPG
91267,F07,Baboon,2/21/17 17:31,2/21/17,17:31:34,13100,218,3.6,0.2,Complete/F07/Baboon,EK001713.JPG
91268,F07,Baboon,2/21/17 17:31,2/21/17,17:31:35,1,0,0,0,Complete/F07/Baboon,EK001714.JPG
111292,G06,Baboon,2/4/17 17:31,2/4/17,17:31:35,2,0,0,0,Complete/G06/Baboon,02040194.JPG
75017,E10,Baboon,5/8/17 17:31,5/8/17,17:31:37,30,0,0,0,Complete/E10/Baboon,05080694.JPG
75018,E10,Baboon,5/8/17 17:31,5/8/17,17:31:37,30,0,0,0,Complete/E10/Baboon,05080695.JPG
272684,K04,Baboon,12/22/16 17:31,12/22/16,17:31:43,44,1,0,0,Complete/K04/Baboon,12220548.JPG
272685,K04,Baboon,12/22/16 17:31,12/22/16,17:31:43,44,1,0,0,Complete/K04/Baboon,12220549.JPG
120628,G08,Baboon,3/26/17 17:31,3/26/17,17:31:53,36,1,0,0,Complete/G08/Baboon,03290549.JPG
127847,G12,Baboon,2/2/17 17:32,2/2/17,17:32:02,32,1,0,0,Complete/G12/Baboon,02020446.JPG
128085,G12,Baboon,3/1/17 17:32,3/1/17,17:32:02,76,1,0,0,Complete/G12/Baboon,03010507.JPG
127848,G12,Baboon,2/2/17 17:32,2/2/17,17:32:04,2,0,0,0,Complete/G12/Baboon,02020447.JPG
128086,G12,Baboon,3/1/17 17:32,3/1/17,17:32:04,2,0,0,0,Complete/G12/Baboon,03010508.JPG
75019,E10,Baboon,5/8/17 17:32,5/8/17,17:32:16,39,1,0,0,Complete/E10/Baboon,05080696.JPG
272686,K04,Baboon,12/22/16 17:32,12/22/16,17:32:16,33,1,0,0,Complete/K04/Baboon,12220550.JPG
75020,E10,Baboon,5/8/17 17:32,5/8/17,17:32:17,1,0,0,0,Complete/E10/Baboon,05080697.JPG
272687,K04,Baboon,12/22/16 17:32,12/22/16,17:32:18,2,0,0,0,Complete/K04/Baboon,12220551.JPG
27802,C08,Baboon,1/3/17 17:32,1/3/17,17:32:19,48,1,0,0,Complete/C08/Baboon,01030377.JPG
316797,L07,Baboon,3/31/17 17:32,3/31/17,17:32:23,94,2,0,0,Complete/L07/Baboon,03310559.JPG
339879,M10,Baboon,12/12/16 17:32,12/12/16,17:32:30,2074,35,0.6,0,Complete/M10/Baboon,12120138.JPG
339880,M10,Baboon,12/12/16 17:32,12/12/16,17:32:32,2,0,0,0,Complete/M10/Baboon,12120139.JPG
128087,G12,Baboon,3/1/17 17:32,3/1/17,17:32:41,37,1,0,0,Complete/G12/Baboon,03010509.JPG
128088,G12,Baboon,3/1/17 17:32,3/1/17,17:32:42,1,0,0,0,Complete/G12/Baboon,03010510.JPG
127670,G12,Baboon,1/7/17 17:32,1/7/17,17:32:46,240,4,0.1,0,Complete/G12/Baboon,01070318.JPG
334958,L13,Baboon,3/9/17 17:33,3/9/17,17:33:03,530430,8840,147.3,6.1,Complete/L13/Baboon,03090349.JPG
50796,E02,Baboon,12/6/16 17:33,12/6/16,17:33:05,490,8,0.1,0,Complete/E02/Baboon,12060740.JPG
50797,E02,Baboon,12/6/16 17:33,12/6/16,17:33:06,1,0,0,0,Complete/E02/Baboon,12060741.JPG
90752,F07,Baboon,1/12/17 17:33,1/12/17,17:33:21,113,2,0,0,Complete/F07/Baboon,EK004743.JPG
90753,F07,Baboon,1/12/17 17:33,1/12/17,17:33:22,1,0,0,0,Complete/F07/Baboon,EK004744.JPG
330409,L11,Baboon,11/30/16 17:33,11/30/16,17:33:28,1596,27,0.4,0,Complete/L11/Baboon,11300315.JPG
127416,G12,Baboon,12/6/16 17:33,12/6/16,17:33:31,352,6,0.1,0,Complete/G12/Baboon,12060485.JPG
272744,K04,Baboon,12/31/16 17:33,12/31/16,17:33:31,41971,700,11.7,0.5,Complete/K04/Baboon,12310764.JPG
127417,G12,Baboon,12/6/16 17:33,12/6/16,17:33:32,1,0,0,0,Complete/G12/Baboon,12060486.JPG
128089,G12,Baboon,3/1/17 17:33,3/1/17,17:33:33,51,1,0,0,Complete/G12/Baboon,03010511.JPG
272745,K04,Baboon,12/31/16 17:33,12/31/16,17:33:33,2,0,0,0,Complete/K04/Baboon,12310765.JPG
91269,F07,Baboon,2/21/17 17:33,2/21/17,17:33:35,120,2,0,0,Complete/F07/Baboon,EK001715.JPG
128090,G12,Baboon,3/1/17 17:33,3/1/17,17:33:35,2,0,0,0,Complete/G12/Baboon,03010512.JPG
316798,L07,Baboon,3/31/17 17:33,3/31/17,17:33:35,72,1,0,0,Complete/L07/Baboon,03310560.JPG
91270,F07,Baboon,2/21/17 17:33,2/21/17,17:33:36,1,0,0,0,Complete/F07/Baboon,EK001716.JPG
50798,E02,Baboon,12/6/16 17:33,12/6/16,17:33:37,31,1,0,0,Complete/E02/Baboon,12060742.JPG
50799,E02,Baboon,12/6/16 17:33,12/6/16,17:33:38,1,0,0,0,Complete/E02/Baboon,12060743.JPG
111293,G06,Baboon,2/4/17 17:33,2/4/17,17:33:45,130,2,0,0,Complete/G06/Baboon,02040195.JPG
127849,G12,Baboon,2/2/17 17:33,2/2/17,17:33:45,101,2,0,0,Complete/G12/Baboon,02020448.JPG
111294,G06,Baboon,2/4/17 17:33,2/4/17,17:33:47,2,0,0,0,Complete/G06/Baboon,02040196.JPG
127850,G12,Baboon,2/2/17 17:33,2/2/17,17:33:47,2,0,0,0,Complete/G12/Baboon,02020449.JPG
75021,E10,Baboon,5/8/17 17:33,5/8/17,17:33:54,97,2,0,0,Complete/E10/Baboon,05080698.JPG
75022,E10,Baboon,5/8/17 17:33,5/8/17,17:33:54,97,2,0,0,Complete/E10/Baboon,05080699.JPG
90754,F07,Baboon,1/12/17 17:33,1/12/17,17:33:58,36,1,0,0,Complete/F07/Baboon,EK004745.JPG
90755,F07,Baboon,1/12/17 17:33,1/12/17,17:33:59,1,0,0,0,Complete/F07/Baboon,EK004746.JPG
50659,E02,Baboon,11/7/16 17:34,11/7/16,17:34:01,9272,155,2.6,0.1,Complete/E02/Baboon,11070503.JPG
128007,G12,Baboon,2/19/17 17:34,2/19/17,17:34:01,173573,2893,48.2,2,Complete/G12/Baboon,02190560.JPG
50660,E02,Baboon,11/7/16 17:34,11/7/16,17:34:03,2,0,0,0,Complete/E02/Baboon,11070504.JPG
128008,G12,Baboon,2/19/17 17:34,2/19/17,17:34:04,3,0,0,0,Complete/G12/Baboon,02190561.JPG
272790,K04,Baboon,1/11/17 17:34,1/11/17,17:34:04,1305,22,0.4,0,Complete/K04/Baboon,01110243.JPG
272791,K04,Baboon,1/11/17 17:34,1/11/17,17:34:06,2,0,0,0,Complete/K04/Baboon,01110244.JPG
128091,G12,Baboon,3/1/17 17:34,3/1/17,17:34:10,35,1,0,0,Complete/G12/Baboon,03010513.JPG
172356,I04,Baboon,4/5/17 17:34,4/5/17,17:34:11,105601,1760,29.3,1.2,Complete/I04/Baboon,04050516.JPG
128092,G12,Baboon,3/1/17 17:34,3/1/17,17:34:12,2,0,0,0,Complete/G12/Baboon,03010514.JPG
172357,I04,Baboon,4/5/17 17:34,4/5/17,17:34:12,1,0,0,0,Complete/I04/Baboon,04050517.JPG
141426,H05,Baboon,12/26/16 17:34,12/26/16,17:34:26,302107,5035,83.9,3.5,Complete/H05/Baboon,EK002005.JPG
141427,H05,Baboon,12/26/16 17:34,12/26/16,17:34:27,1,0,0,0,Complete/H05/Baboon,EK002006.JPG
50892,E02,Baboon,2/17/17 17:34,2/17/17,17:34:30,276238,4604,76.7,3.2,Complete/E02/Baboon,02170771.JPG
301819,K08,Baboon,7/28/17 17:34,7/28/17,17:34:31,446,7,0.1,0,Complete/K08/Baboon,07280050.JPG
301820,K08,Baboon,7/28/17 17:34,7/28/17,17:34:33,2,0,0,0,Complete/K08/Baboon,07280051.JPG
50893,E02,Baboon,2/17/17 17:34,2/17/17,17:34:34,4,0,0,0,Complete/E02/Baboon,02170772.JPG
272792,K04,Baboon,1/11/17 17:34,1/11/17,17:34:38,32,1,0,0,Complete/K04/Baboon,01110245.JPG
90630,F07,Baboon,1/4/17 17:34,1/4/17,17:34:44,36138,602,10,0.4,Complete/F07/Baboon,EK003629.JPG
90631,F07,Baboon,1/4/17 17:34,1/4/17,17:34:45,1,0,0,0,Complete/F07/Baboon,EK003630.JPG
172391,I04,Baboon,4/7/17 17:34,4/7/17,17:34:46,32167,536,8.9,0.4,Complete/I04/Baboon,04070772.JPG
172392,I04,Baboon,4/7/17 17:34,4/7/17,17:34:48,2,0,0,0,Complete/I04/Baboon,04070773.JPG
172358,I04,Baboon,4/5/17 17:34,4/5/17,17:34:50,38,1,0,0,Complete/I04/Baboon,04050518.JPG
127851,G12,Baboon,2/2/17 17:34,2/2/17,17:34:51,64,1,0,0,Complete/G12/Baboon,02020450.JPG
172359,I04,Baboon,4/5/17 17:34,4/5/17,17:34:52,2,0,0,0,Complete/I04/Baboon,04050519.JPG
127852,G12,Baboon,2/2/17 17:34,2/2/17,17:34:53,2,0,0,0,Complete/G12/Baboon,02020451.JPG
90756,F07,Baboon,1/12/17 17:34,1/12/17,17:34:59,60,1,0,0,Complete/F07/Baboon,EK004747.JPG
90757,F07,Baboon,1/12/17 17:34,1/12/17,17:34:59,60,1,0,0,Complete/F07/Baboon,EK004748.JPG
27807,C08,Baboon,1/7/17 17:35,1/7/17,17:35:01,194829,3247,54.1,2.3,Complete/C08/Baboon,01070413.JPG
27808,C08,Baboon,1/7/17 17:35,1/7/17,17:35:04,3,0,0,0,Complete/C08/Baboon,01070414.JPG
272746,K04,Baboon,12/31/16 17:35,12/31/16,17:35:06,93,2,0,0,Complete/K04/Baboon,12310766.JPG
172224,I04,Baboon,3/19/17 17:35,3/19/17,17:35:08,5401,90,1.5,0.1,Complete/I04/Baboon,03190271.JPG
172225,I04,Baboon,3/19/17 17:35,3/19/17,17:35:10,2,0,0,0,Complete/I04/Baboon,03190272.JPG
272747,K04,Baboon,12/31/16 17:35,12/31/16,17:35:10,4,0,0,0,Complete/K04/Baboon,12310767.JPG
272793,K04,Baboon,1/11/17 17:35,1/11/17,17:35:17,39,1,0,0,Complete/K04/Baboon,01110247.JPG
272794,K04,Baboon,1/11/17 17:35,1/11/17,17:35:21,4,0,0,0,Complete/K04/Baboon,01110248.JPG
90632,F07,Baboon,1/4/17 17:35,1/4/17,17:35:22,37,1,0,0,Complete/F07/Baboon,EK003631.JPG
90633,F07,Baboon,1/4/17 17:35,1/4/17,17:35:23,1,0,0,0,Complete/F07/Baboon,EK003632.JPG
318293,L07,Baboon,8/24/17 17:35,8/24/17,17:35:24,638,11,0.2,0,Complete/L07/Baboon,04150765.JPG
301821,K08,Baboon,7/28/17 17:35,7/28/17,17:35:31,58,1,0,0,Complete/K08/Baboon,07280052.JPG
301822,K08,Baboon,7/28/17 17:35,7/28/17,17:35:33,2,0,0,0,Complete/K08/Baboon,07280053.JPG
50800,E02,Baboon,12/6/16 17:35,12/6/16,17:35:37,119,2,0,0,Complete/E02/Baboon,12060744.JPG
127853,G12,Baboon,2/2/17 17:35,2/2/17,17:35:37,44,1,0,0,Complete/G12/Baboon,02020452.JPG
127854,G12,Baboon,2/2/17 17:35,2/2/17,17:35:38,1,0,0,0,Complete/G12/Baboon,02020453.JPG
285273,K06,Baboon,12/20/16 17:35,12/20/16,17:35:38,42074,701,11.7,0.5,Complete/K06/Baboon,EK001957.JPG
50801,E02,Baboon,12/6/16 17:35,12/6/16,17:35:39,2,0,0,0,Complete/E02/Baboon,12060745.JPG
285274,K06,Baboon,12/20/16 17:35,12/20/16,17:35:39,1,0,0,0,Complete/K06/Baboon,EK001958.JPG
111295,G06,Baboon,2/4/17 17:35,2/4/17,17:35:46,119,2,0,0,Complete/G06/Baboon,02040197.JPG
111296,G06,Baboon,2/4/17 17:35,2/4/17,17:35:48,2,0,0,0,Complete/G06/Baboon,02040198.JPG
316589,L07,Baboon,2/26/17 17:35,2/26/17,17:35:49,294,5,0.1,0,Complete/L07/Baboon,02260785.JPG
90758,F07,Baboon,1/12/17 17:35,1/12/17,17:35:50,51,1,0,0,Complete/F07/Baboon,EK004749.JPG
68258,E06,Baboon,12/26/16 17:35,12/26/16,17:35:51,18034,301,5,0.2,Complete/E06/Baboon,EK002723.JPG
90759,F07,Baboon,1/12/17 17:35,1/12/17,17:35:51,1,0,0,0,Complete/F07/Baboon,EK004750.JPG
68259,E06,Baboon,12/26/16 17:35,12/26/16,17:35:52,1,0,0,0,Complete/E06/Baboon,EK002724.JPG
121734,G10,Baboon,12/16/16 17:35,12/16/16,17:35:55,388,6,0.1,0,Complete/G10/Baboon,EK000269.JPG
121735,G10,Baboon,12/16/16 17:35,12/16/16,17:35:56,1,0,0,0,Complete/G10/Baboon,EK000270.JPG
90634,F07,Baboon,1/4/17 17:35,1/4/17,17:35:58,35,1,0,0,Complete/F07/Baboon,EK003633.JPG
90635,F07,Baboon,1/4/17 17:35,1/4/17,17:35:59,1,0,0,0,Complete/F07/Baboon,EK003634.JPG
83828,E12,Baboon,6/28/17 17:36,6/28/17,17:36:08,88282,1471,24.5,1,Complete/E12/Baboon,06280788.JPG
128093,G12,Baboon,3/1/17 17:36,3/1/17,17:36:08,116,2,0,0,Complete/G12/Baboon,03010515.JPG
83829,E12,Baboon,6/28/17 17:36,6/28/17,17:36:10,2,0,0,0,Complete/E12/Baboon,06280789.JPG
128094,G12,Baboon,3/1/17 17:36,3/1/17,17:36:10,2,0,0,0,Complete/G12/Baboon,03010516.JPG
