,X,Camera,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName,Sunrise,Sunset,Time.Numeric,Sunrise.Numeric,Sunset.Numeric,TimePeriod
2704,287174,K06,Baboon,6/22/17 5:54,6/22/17,5:54:38,41,1,0,0,Complete/K06/Baboon,EK007668.JPG,6:14:39,17:13:53,5.910555556,6.244166667,17.23138889,Night
2705,287175,K06,Baboon,6/22/17 5:54,6/22/17,5:54:39,1,0,0,0,Complete/K06/Baboon,EK007669.JPG,6:14:39,17:13:53,5.910833333,6.244166667,17.23138889,Night
2726,287176,K06,Baboon,6/22/17 5:55,6/22/17,5:55:23,44,1,0,0,Complete/K06/Baboon,EK007670.JPG,6:14:39,17:13:53,5.923055556,6.244166667,17.23138889,Night
2728,287177,K06,Baboon,6/22/17 5:55,6/22/17,5:55:24,1,0,0,0,Complete/K06/Baboon,EK007671.JPG,6:14:39,17:13:53,5.923333333,6.244166667,17.23138889,Night
2746,287178,K06,Baboon,6/22/17 5:56,6/22/17,5:56:10,46,1,0,0,Complete/K06/Baboon,EK007672.JPG,6:14:39,17:13:53,5.936111111,6.244166667,17.23138889,Night
2747,287179,K06,Baboon,6/22/17 5:56,6/22/17,5:56:11,1,0,0,0,Complete/K06/Baboon,EK007673.JPG,6:14:39,17:13:53,5.936388889,6.244166667,17.23138889,Night
2763,287180,K06,Baboon,6/22/17 5:56,6/22/17,5:56:53,42,1,0,0,Complete/K06/Baboon,EK007674.JPG,6:14:39,17:13:53,5.948055556,6.244166667,17.23138889,Night
2765,287181,K06,Baboon,6/22/17 5:56,6/22/17,5:56:54,1,0,0,0,Complete/K06/Baboon,EK007675.JPG,6:14:39,17:13:53,5.948333333,6.244166667,17.23138889,Night
2803,287182,K06,Baboon,6/22/17 5:57,6/22/17,5:57:52,58,1,0,0,Complete/K06/Baboon,EK007676.JPG,6:14:39,17:13:53,5.964444444,6.244166667,17.23138889,Night
2804,287183,K06,Baboon,6/22/17 5:57,6/22/17,5:57:52,58,1,0,0,Complete/K06/Baboon,EK007677.JPG,6:14:39,17:13:53,5.964444444,6.244166667,17.23138889,Night
2823,287184,K06,Baboon,6/22/17 5:58,6/22/17,5:58:34,42,1,0,0,Complete/K06/Baboon,EK007678.JPG,6:14:39,17:13:53,5.976111111,6.244166667,17.23138889,Night
2824,287185,K06,Baboon,6/22/17 5:58,6/22/17,5:58:35,1,0,0,0,Complete/K06/Baboon,EK007679.JPG,6:14:39,17:13:53,5.976388889,6.244166667,17.23138889,Night
2853,287186,K06,Baboon,6/22/17 5:59,6/22/17,5:59:21,46,1,0,0,Complete/K06/Baboon,EK007680.JPG,6:14:39,17:13:53,5.989166667,6.244166667,17.23138889,Night
2854,287187,K06,Baboon,6/22/17 5:59,6/22/17,5:59:21,46,1,0,0,Complete/K06/Baboon,EK007681.JPG,6:14:39,17:13:53,5.989166667,6.244166667,17.23138889,Night
2351,287228,K06,Baboon,6/27/17 5:45,6/27/17,5:45:29,148136,2469,41.1,1.7,Complete/K06/Baboon,EK007930.JPG,6:15:30,17:15:10,5.758055556,6.258333333,17.25277778,Night
2353,287229,K06,Baboon,6/27/17 5:45,6/27/17,5:45:30,1,0,0,0,Complete/K06/Baboon,EK007931.JPG,6:15:30,17:15:10,5.758333333,6.258333333,17.25277778,Night
2961,301819,K08,Baboon,7/28/17 17:34,7/28/17,17:34:31,446,7,0.1,0,Complete/K08/Baboon,07280050.JPG,6:12:00,17:25:29,17.57527778,6.2,17.42472222,Night
2962,301820,K08,Baboon,7/28/17 17:34,7/28/17,17:34:33,2,0,0,0,Complete/K08/Baboon,07280051.JPG,6:12:00,17:25:29,17.57583333,6.2,17.42472222,Night
2986,301821,K08,Baboon,7/28/17 17:35,7/28/17,17:35:31,58,1,0,0,Complete/K08/Baboon,07280052.JPG,6:12:00,17:25:29,17.59194444,6.2,17.42472222,Night
2987,301822,K08,Baboon,7/28/17 17:35,7/28/17,17:35:33,2,0,0,0,Complete/K08/Baboon,07280053.JPG,6:12:00,17:25:29,17.5925,6.2,17.42472222,Night
3011,301823,K08,Baboon,7/28/17 17:36,7/28/17,17:36:43,70,1,0,0,Complete/K08/Baboon,07280054.JPG,6:12:00,17:25:29,17.61194444,6.2,17.42472222,Night
3012,301824,K08,Baboon,7/28/17 17:36,7/28/17,17:36:47,4,0,0,0,Complete/K08/Baboon,07280055.JPG,6:12:00,17:25:29,17.61305556,6.2,17.42472222,Night
3052,301825,K08,Baboon,7/28/17 17:40,7/28/17,17:40:04,197,3,0,0,Complete/K08/Baboon,07280056.JPG,6:12:00,17:25:29,17.66777778,6.2,17.42472222,Night
3054,301826,K08,Baboon,7/28/17 17:40,7/28/17,17:40:05,1,0,0,0,Complete/K08/Baboon,07280057.JPG,6:12:00,17:25:29,17.66805556,6.2,17.42472222,Night
3094,301827,K08,Baboon,7/28/17 17:42,7/28/17,17:42:43,158,3,0,0,Complete/K08/Baboon,07280058.JPG,6:12:00,17:25:29,17.71194444,6.2,17.42472222,Night
3095,301828,K08,Baboon,7/28/17 17:42,7/28/17,17:42:44,1,0,0,0,Complete/K08/Baboon,07280059.JPG,6:12:00,17:25:29,17.71222222,6.2,17.42472222,Night
2472,302062,K08,Baboon,8/26/17 5:48,8/26/17,5:48:23,48210,804,13.4,0.6,Complete/K08/Baboon,08260736.JPG,5:54:42,17:33:19,5.806388889,5.911666667,17.55527778,Night
2473,302063,K08,Baboon,8/26/17 5:48,8/26/17,5:48:25,2,0,0,0,Complete/K08/Baboon,08260737.JPG,5:54:42,17:33:19,5.806944444,5.911666667,17.55527778,Night
2526,302064,K08,Baboon,8/26/17 5:49,8/26/17,5:49:53,88,1,0,0,Complete/K08/Baboon,08260738.JPG,5:54:42,17:33:19,5.831388889,5.911666667,17.55527778,Night
2527,302065,K08,Baboon,8/26/17 5:49,8/26/17,5:49:55,2,0,0,0,Complete/K08/Baboon,08260739.JPG,5:54:42,17:33:19,5.831944444,5.911666667,17.55527778,Night
1874,301440,K08,Baboon,11/15/16 5:22,11/15/16,5:22:29,50087,835,13.9,0.6,Complete/K08/Baboon,11150045.JPG,4:56:29,17:57:13,5.374722222,4.941388889,17.95361111,Day
1875,301441,K08,Baboon,11/15/16 5:22,11/15/16,5:22:31,2,0,0,0,Complete/K08/Baboon,11150046.JPG,4:56:29,17:57:13,5.375277778,4.941388889,17.95361111,Day
2836,301496,K08,Baboon,11/24/16 5:59,11/24/16,5:59:03,142682,2378,39.6,1.7,Complete/K08/Baboon,11240201.JPG,4:55:25,18:02:36,5.984166667,4.923611111,18.04333333,Day
2838,301497,K08,Baboon,11/24/16 5:59,11/24/16,5:59:05,2,0,0,0,Complete/K08/Baboon,11240202.JPG,4:55:25,18:02:36,5.984722222,4.923611111,18.04333333,Day
3096,301593,K08,Baboon,12/4/16 17:42,12/4/16,17:42:45,92656,1544,25.7,1.1,Complete/K08/Baboon,12040371.JPG,4:56:19,18:08:52,17.7125,4.938611111,18.14777778,Day
3097,301594,K08,Baboon,12/4/16 17:42,12/4/16,17:42:47,2,0,0,0,Complete/K08/Baboon,12040372.JPG,4:56:19,18:08:52,17.71305556,4.938611111,18.14777778,Day
2213,301624,K08,Baboon,12/17/16 5:40,12/17/16,5:40:20,221774,3696,61.6,2.6,Complete/K08/Baboon,12170493.JPG,5:00:29,18:16:34,5.672222222,5.008055556,18.27611111,Day
2263,301625,K08,Baboon,12/17/16 5:42,12/17/16,5:42:14,114,2,0,0,Complete/K08/Baboon,12170495.JPG,5:00:29,18:16:34,5.703888889,5.008055556,18.27611111,Day
2264,301626,K08,Baboon,12/17/16 5:42,12/17/16,5:42:16,2,0,0,0,Complete/K08/Baboon,12170496.JPG,5:00:29,18:16:34,5.704444444,5.008055556,18.27611111,Day
2275,301627,K08,Baboon,12/17/16 5:42,12/17/16,5:42:58,42,1,0,0,Complete/K08/Baboon,12170497.JPG,5:00:29,18:16:34,5.716111111,5.008055556,18.27611111,Day
2334,305590,K10,Baboon,12/18/16 5:45,12/18/16,5:45:05,67382,1123,18.7,0.8,Complete/K10/Baboon,12180135.JPG,5:00:55,18:17:06,5.751388889,5.015277778,18.285,Day
2335,305591,K10,Baboon,12/18/16 5:45,12/18/16,5:45:07,2,0,0,0,Complete/K10/Baboon,12180136.JPG,5:00:55,18:17:06,5.751944444,5.015277778,18.285,Day
1929,307229,K12,Baboon,11/25/16 5:25,11/25/16,5:25:12,1356716,22612,376.9,15.7,Complete/K12/Baboon,11250041.JPG,4:55:25,18:03:14,5.42,4.923611111,18.05388889,Day
1930,307230,K12,Baboon,11/25/16 5:25,11/25/16,5:25:13,1,0,0,0,Complete/K12/Baboon,11250042.JPG,4:55:25,18:03:14,5.420277778,4.923611111,18.05388889,Day
3120,316493,L07,Baboon,2/5/17 17:45,2/5/17,17:45:21,11434,191,3.2,0.1,Complete/L07/Baboon,02050192.JPG,5:30:15,18:22:15,17.75583333,5.504166667,18.37083333,Day
2731,317772,L07,Baboon,7/6/17 5:55,7/6/17,5:55:30,49815,830,13.8,0.6,Complete/L07/Baboon,02250833.JPG,6:16:08,17:17:55,5.925,6.268888889,17.29861111,Night
2870,316587,L07,Baboon,2/26/17 17:30,2/26/17,17:30:07,247,4,0.1,0,Complete/L07/Baboon,02260783.JPG,5:39:39,18:10:32,17.50194444,5.660833333,18.17555556,Day
2884,316588,L07,Baboon,2/26/17 17:30,2/26/17,17:30:55,48,1,0,0,Complete/L07/Baboon,02260784.JPG,5:39:39,18:10:32,17.51527778,5.660833333,18.17555556,Day
2996,316589,L07,Baboon,2/26/17 17:35,2/26/17,17:35:49,294,5,0.1,0,Complete/L07/Baboon,02260785.JPG,5:39:39,18:10:32,17.59694444,5.660833333,18.17555556,Day
3015,316590,L07,Baboon,2/26/17 17:36,2/26/17,17:36:52,63,1,0,0,Complete/L07/Baboon,02260786.JPG,5:39:39,18:10:32,17.61444444,5.660833333,18.17555556,Day
2881,316796,L07,Baboon,3/31/17 17:30,3/31/17,17:30:49,53,1,0,0,Complete/L07/Baboon,03310558.JPG,5:48:44,17:43:56,17.51361111,5.812222222,17.73222222,Day
2917,316797,L07,Baboon,3/31/17 17:32,3/31/17,17:32:23,94,2,0,0,Complete/L07/Baboon,03310559.JPG,5:48:44,17:43:56,17.53972222,5.812222222,17.73222222,Day
2936,316798,L07,Baboon,3/31/17 17:33,3/31/17,17:33:35,72,1,0,0,Complete/L07/Baboon,03310560.JPG,5:48:44,17:43:56,17.55972222,5.812222222,17.73222222,Day
3037,316799,L07,Baboon,3/31/17 17:38,3/31/17,17:38:37,302,5,0.1,0,Complete/L07/Baboon,03310561.JPG,5:48:44,17:43:56,17.64361111,5.812222222,17.73222222,Day
3055,316800,L07,Baboon,3/31/17 17:40,3/31/17,17:40:10,93,2,0,0,Complete/L07/Baboon,03310562.JPG,5:48:44,17:43:56,17.66944444,5.812222222,17.73222222,Day
3069,316801,L07,Baboon,3/31/17 17:41,3/31/17,17:41:02,52,1,0,0,Complete/L07/Baboon,03310563.JPG,5:48:44,17:43:56,17.68388889,5.812222222,17.73222222,Day
3084,316802,L07,Baboon,3/31/17 17:42,3/31/17,17:42:17,75,1,0,0,Complete/L07/Baboon,03310564.JPG,5:48:44,17:43:56,17.70472222,5.812222222,17.73222222,Day
3127,316803,L07,Baboon,3/31/17 17:45,3/31/17,17:45:35,198,3,0,0,Complete/L07/Baboon,03310565.JPG,5:48:44,17:43:56,17.75972222,5.812222222,17.73222222,Night
3138,316804,L07,Baboon,3/31/17 17:46,3/31/17,17:46:17,42,1,0,0,Complete/L07/Baboon,03310566.JPG,5:48:44,17:43:56,17.77138889,5.812222222,17.73222222,Night
3160,316805,L07,Baboon,3/31/17 17:48,3/31/17,17:48:07,110,2,0,0,Complete/L07/Baboon,03310567.JPG,5:48:44,17:43:56,17.80194444,5.812222222,17.73222222,Night
3175,316806,L07,Baboon,3/31/17 17:49,3/31/17,17:49:09,62,1,0,0,Complete/L07/Baboon,03310568.JPG,5:48:44,17:43:56,17.81916667,5.812222222,17.73222222,Night
3180,316807,L07,Baboon,3/31/17 17:49,3/31/17,17:49:52,43,1,0,0,Complete/L07/Baboon,03310569.JPG,5:48:44,17:43:56,17.83111111,5.812222222,17.73222222,Night
3187,316808,L07,Baboon,3/31/17 17:50,3/31/17,17:50:25,33,1,0,0,Complete/L07/Baboon,03310570.JPG,5:48:44,17:43:56,17.84027778,5.812222222,17.73222222,Night
3251,316809,L07,Baboon,3/31/17 17:55,3/31/17,17:55:19,294,5,0.1,0,Complete/L07/Baboon,03310571.JPG,5:48:44,17:43:56,17.92194444,5.812222222,17.73222222,Night
3321,316810,L07,Baboon,3/31/17 18:00,3/31/17,18:00:44,325,5,0.1,0,Complete/L07/Baboon,03310572.JPG,5:48:44,17:43:56,18.01222222,5.812222222,17.73222222,Night
3371,316811,L07,Baboon,3/31/17 18:04,3/31/17,18:04:02,198,3,0,0,Complete/L07/Baboon,03310573.JPG,5:48:44,17:43:56,18.06722222,5.812222222,17.73222222,Night
3389,316812,L07,Baboon,3/31/17 18:05,3/31/17,18:05:37,95,2,0,0,Complete/L07/Baboon,03310574.JPG,5:48:44,17:43:56,18.09361111,5.812222222,17.73222222,Night
3044,316843,L07,Baboon,4/2/17 17:39,4/2/17,17:39:33,14428,240,4,0.2,Complete/L07/Baboon,04020821.JPG,5:49:12,17:42:17,17.65916667,5.82,17.70472222,Day
3056,316844,L07,Baboon,4/2/17 17:40,4/2/17,17:40:14,41,1,0,0,Complete/L07/Baboon,04020822.JPG,5:49:12,17:42:17,17.67055556,5.82,17.70472222,Day
3104,316845,L07,Baboon,4/2/17 17:43,4/2/17,17:43:41,207,3,0,0,Complete/L07/Baboon,04020823.JPG,5:49:12,17:42:17,17.72805556,5.82,17.70472222,Night
3213,316846,L07,Baboon,4/2/17 17:52,4/2/17,17:52:43,542,9,0.2,0,Complete/L07/Baboon,04020824.JPG,5:49:12,17:42:17,17.87861111,5.82,17.70472222,Night
3231,316847,L07,Baboon,4/2/17 17:53,4/2/17,17:53:59,76,1,0,0,Complete/L07/Baboon,04020825.JPG,5:49:12,17:42:17,17.89972222,5.82,17.70472222,Night
3243,316848,L07,Baboon,4/2/17 17:54,4/2/17,17:54:48,49,1,0,0,Complete/L07/Baboon,04020826.JPG,5:49:12,17:42:17,17.91333333,5.82,17.70472222,Night
3288,316849,L07,Baboon,4/2/17 17:58,4/2/17,17:58:06,198,3,0,0,Complete/L07/Baboon,04020827.JPG,5:49:12,17:42:17,17.96833333,5.82,17.70472222,Night
3342,316850,L07,Baboon,4/2/17 18:02,4/2/17,18:02:22,256,4,0.1,0,Complete/L07/Baboon,04020828.JPG,5:49:12,17:42:17,18.03944444,5.82,17.70472222,Night
3361,316851,L07,Baboon,4/2/17 18:03,4/2/17,18:03:45,83,1,0,0,Complete/L07/Baboon,04020829.JPG,5:49:12,17:42:17,18.0625,5.82,17.70472222,Night
2985,318293,L07,Baboon,8/24/17 17:35,8/24/17,17:35:24,638,11,0.2,0,Complete/L07/Baboon,04150765.JPG,5:56:14,17:32:54,17.59,5.937222222,17.54833333,Night
2600,316402,L07,Baboon,12/10/16 5:52,12/10/16,5:52:01,80859,1348,22.5,0.9,Complete/L07/Baboon,12100342.JPG,4:57:50,18:12:33,5.866944444,4.963888889,18.20916667,Day
2140,316412,L07,Baboon,12/17/16 5:37,12/17/16,5:37:04,152106,2535,42.2,1.8,Complete/L07/Baboon,12170394.JPG,5:00:29,18:16:34,5.617777778,5.008055556,18.27611111,Day
2218,316413,L07,Baboon,12/17/16 5:40,12/17/16,5:40:28,204,3,0,0,Complete/L07/Baboon,12170395.JPG,5:00:29,18:16:34,5.674444444,5.008055556,18.27611111,Day
1883,330482,L11,Baboon,1/11/17 5:22,1/11/17,5:22:53,57302,955,15.9,0.7,Complete/L11/Baboon,01110915.JPG,5:14:52,18:25:32,5.381388889,5.247777778,18.42555556,Day
1884,330483,L11,Baboon,1/11/17 5:22,1/11/17,5:22:53,57302,955,15.9,0.7,Complete/L11/Baboon,01110916.JPG,5:14:52,18:25:32,5.381388889,5.247777778,18.42555556,Day
2368,330499,L11,Baboon,1/21/17 5:45,1/21/17,5:45:59,47677,795,13.2,0.5,Complete/L11/Baboon,01210062.JPG,5:21:21,18:25:48,5.766388889,5.355833333,18.43,Day
2370,330500,L11,Baboon,1/21/17 5:46,1/21/17,5:46:00,1,0,0,0,Complete/L11/Baboon,01210063.JPG,5:21:21,18:25:48,5.766666667,5.355833333,18.43,Day
2395,330501,L11,Baboon,1/21/17 5:46,1/21/17,5:46:35,35,1,0,0,Complete/L11/Baboon,01210064.JPG,5:21:21,18:25:48,5.776388889,5.355833333,18.43,Day
2396,330502,L11,Baboon,1/21/17 5:46,1/21/17,5:46:36,1,0,0,0,Complete/L11/Baboon,01210065.JPG,5:21:21,18:25:48,5.776666667,5.355833333,18.43,Day
3219,330521,L11,Baboon,2/13/17 17:53,2/13/17,17:53:17,1478756,24646,410.8,17.1,Complete/L11/Baboon,02130516.JPG,5:34:17,18:18:36,17.88805556,5.571388889,18.31,Day
3227,330522,L11,Baboon,2/13/17 17:53,2/13/17,17:53:46,29,0,0,0,Complete/L11/Baboon,02130518.JPG,5:34:17,18:18:36,17.89611111,5.571388889,18.31,Day
3228,330523,L11,Baboon,2/13/17 17:53,2/13/17,17:53:47,1,0,0,0,Complete/L11/Baboon,02130519.JPG,5:34:17,18:18:36,17.89638889,5.571388889,18.31,Day
3241,330524,L11,Baboon,2/13/17 17:54,2/13/17,17:54:29,42,1,0,0,Complete/L11/Baboon,02130520.JPG,5:34:17,18:18:36,17.90805556,5.571388889,18.31,Day
3242,330525,L11,Baboon,2/13/17 17:54,2/13/17,17:54:30,1,0,0,0,Complete/L11/Baboon,02130521.JPG,5:34:17,18:18:36,17.90833333,5.571388889,18.31,Day
3270,330526,L11,Baboon,2/13/17 17:56,2/13/17,17:56:51,141,2,0,0,Complete/L11/Baboon,02130524.JPG,5:34:17,18:18:36,17.9475,5.571388889,18.31,Day
3271,330527,L11,Baboon,2/13/17 17:56,2/13/17,17:56:51,141,2,0,0,Complete/L11/Baboon,02130525.JPG,5:34:17,18:18:36,17.9475,5.571388889,18.31,Day
2866,330558,L11,Baboon,4/20/17 17:30,4/20/17,17:30:01,7479,125,2.1,0.1,Complete/L11/Baboon,04200239.JPG,5:53:45,17:28:28,17.50027778,5.895833333,17.47444444,Night
2867,330559,L11,Baboon,4/20/17 17:30,4/20/17,17:30:02,1,0,0,0,Complete/L11/Baboon,04200240.JPG,5:53:45,17:28:28,17.50055556,5.895833333,17.47444444,Night
2766,330560,L11,Baboon,4/21/17 5:56,4/21/17,5:56:54,44812,747,12.4,0.5,Complete/L11/Baboon,04210241.JPG,5:54:02,17:27:47,5.948333333,5.900555556,17.46305556,Day
2767,330561,L11,Baboon,4/21/17 5:56,4/21/17,5:56:54,44812,747,12.4,0.5,Complete/L11/Baboon,04210242.JPG,5:54:02,17:27:47,5.948333333,5.900555556,17.46305556,Day
1634,330344,L11,Baboon,11/20/16 5:00,11/20/16,5:00:41,53378,890,14.8,0.6,Complete/L11/Baboon,11200141.JPG,4:55:41,18:00:10,5.011388889,4.928055556,18.00277778,Day
1635,330345,L11,Baboon,11/20/16 5:00,11/20/16,5:00:41,53378,890,14.8,0.6,Complete/L11/Baboon,11200142.JPG,4:55:41,18:00:10,5.011388889,4.928055556,18.00277778,Day
3081,330350,L11,Baboon,11/25/16 17:42,11/25/16,17:42:04,4247,71,1.2,0,Complete/L11/Baboon,11250203.JPG,4:55:25,18:03:14,17.70111111,4.923611111,18.05388889,Day
3082,330351,L11,Baboon,11/25/16 17:42,11/25/16,17:42:04,4247,71,1.2,0,Complete/L11/Baboon,11250204.JPG,4:55:25,18:03:14,17.70111111,4.923611111,18.05388889,Day
3100,330352,L11,Baboon,11/25/16 17:43,11/25/16,17:43:11,67,1,0,0,Complete/L11/Baboon,11250205.JPG,4:55:25,18:03:14,17.71972222,4.923611111,18.05388889,Day
3101,330353,L11,Baboon,11/25/16 17:43,11/25/16,17:43:11,67,1,0,0,Complete/L11/Baboon,11250206.JPG,4:55:25,18:03:14,17.71972222,4.923611111,18.05388889,Day
3190,330354,L11,Baboon,11/25/16 17:50,11/25/16,17:50:32,441,7,0.1,0,Complete/L11/Baboon,11250207.JPG,4:55:25,18:03:14,17.84222222,4.923611111,18.05388889,Day
3191,330355,L11,Baboon,11/25/16 17:50,11/25/16,17:50:33,1,0,0,0,Complete/L11/Baboon,11250208.JPG,4:55:25,18:03:14,17.8425,4.923611111,18.05388889,Day
3040,330366,L11,Baboon,11/26/16 17:39,11/26/16,17:39:06,4690,78,1.3,0.1,Complete/L11/Baboon,11260227.JPG,4:55:26,18:03:51,17.65166667,4.923888889,18.06416667,Day
3041,330367,L11,Baboon,11/26/16 17:39,11/26/16,17:39:07,1,0,0,0,Complete/L11/Baboon,11260228.JPG,4:55:26,18:03:51,17.65194444,4.923888889,18.06416667,Day
3293,330368,L11,Baboon,11/26/16 17:58,11/26/16,17:58:51,1184,20,0.3,0,Complete/L11/Baboon,11260229.JPG,4:55:26,18:03:51,17.98083333,4.923888889,18.06416667,Day
3294,330369,L11,Baboon,11/26/16 17:58,11/26/16,17:58:51,1184,20,0.3,0,Complete/L11/Baboon,11260230.JPG,4:55:26,18:03:51,17.98083333,4.923888889,18.06416667,Day
3402,330370,L11,Baboon,11/26/16 18:07,11/26/16,18:07:42,531,9,0.2,0,Complete/L11/Baboon,11260231.JPG,4:55:26,18:03:51,18.12833333,4.923888889,18.06416667,Night
3403,330371,L11,Baboon,11/26/16 18:07,11/26/16,18:07:43,1,0,0,0,Complete/L11/Baboon,11260232.JPG,4:55:26,18:03:51,18.12861111,4.923888889,18.06416667,Night
1650,330372,L11,Baboon,11/27/16 5:03,11/27/16,5:03:24,39341,656,10.9,0.5,Complete/L11/Baboon,11270241.JPG,4:55:28,18:04:29,5.056666667,4.924444444,18.07472222,Day
1651,330373,L11,Baboon,11/27/16 5:03,11/27/16,5:03:25,1,0,0,0,Complete/L11/Baboon,11270242.JPG,4:55:28,18:04:29,5.056944444,4.924444444,18.07472222,Day
1674,330374,L11,Baboon,11/27/16 5:06,11/27/16,5:06:34,189,3,0,0,Complete/L11/Baboon,11270243.JPG,4:55:28,18:04:29,5.109444444,4.924444444,18.07472222,Day
1675,330375,L11,Baboon,11/27/16 5:06,11/27/16,5:06:34,189,3,0,0,Complete/L11/Baboon,11270244.JPG,4:55:28,18:04:29,5.109444444,4.924444444,18.07472222,Day
1691,330376,L11,Baboon,11/27/16 5:07,11/27/16,5:07:41,67,1,0,0,Complete/L11/Baboon,11270245.JPG,4:55:28,18:04:29,5.128055556,4.924444444,18.07472222,Day
1692,330377,L11,Baboon,11/27/16 5:07,11/27/16,5:07:41,67,1,0,0,Complete/L11/Baboon,11270246.JPG,4:55:28,18:04:29,5.128055556,4.924444444,18.07472222,Day
1735,330378,L11,Baboon,11/27/16 5:11,11/27/16,5:11:25,224,4,0.1,0,Complete/L11/Baboon,11270247.JPG,4:55:28,18:04:29,5.190277778,4.924444444,18.07472222,Day
1736,330379,L11,Baboon,11/27/16 5:11,11/27/16,5:11:26,1,0,0,0,Complete/L11/Baboon,11270248.JPG,4:55:28,18:04:29,5.190555556,4.924444444,18.07472222,Day
1751,330380,L11,Baboon,11/27/16 5:13,11/27/16,5:13:12,106,2,0,0,Complete/L11/Baboon,11270249.JPG,4:55:28,18:04:29,5.22,4.924444444,18.07472222,Day
1752,330381,L11,Baboon,11/27/16 5:13,11/27/16,5:13:13,1,0,0,0,Complete/L11/Baboon,11270250.JPG,4:55:28,18:04:29,5.220277778,4.924444444,18.07472222,Day
1757,330382,L11,Baboon,11/27/16 5:13,11/27/16,5:13:47,34,1,0,0,Complete/L11/Baboon,11270251.JPG,4:55:28,18:04:29,5.229722222,4.924444444,18.07472222,Day
1760,330383,L11,Baboon,11/27/16 5:13,11/27/16,5:13:48,1,0,0,0,Complete/L11/Baboon,11270252.JPG,4:55:28,18:04:29,5.23,4.924444444,18.07472222,Day
1770,330384,L11,Baboon,11/27/16 5:14,11/27/16,5:14:18,30,0,0,0,Complete/L11/Baboon,11270253.JPG,4:55:28,18:04:29,5.238333333,4.924444444,18.07472222,Day
1778,330385,L11,Baboon,11/27/16 5:15,11/27/16,5:15:53,95,2,0,0,Complete/L11/Baboon,11270255.JPG,4:55:28,18:04:29,5.264722222,4.924444444,18.07472222,Day
1779,330386,L11,Baboon,11/27/16 5:15,11/27/16,5:15:54,1,0,0,0,Complete/L11/Baboon,11270256.JPG,4:55:28,18:04:29,5.265,4.924444444,18.07472222,Day
1808,330387,L11,Baboon,11/27/16 5:18,11/27/16,5:18:36,162,3,0,0,Complete/L11/Baboon,11270257.JPG,4:55:28,18:04:29,5.31,4.924444444,18.07472222,Day
1809,330388,L11,Baboon,11/27/16 5:18,11/27/16,5:18:37,1,0,0,0,Complete/L11/Baboon,11270258.JPG,4:55:28,18:04:29,5.310277778,4.924444444,18.07472222,Day
1842,330389,L11,Baboon,11/27/16 5:20,11/27/16,5:20:36,119,2,0,0,Complete/L11/Baboon,11270259.JPG,4:55:28,18:04:29,5.343333333,4.924444444,18.07472222,Day
1843,330390,L11,Baboon,11/27/16 5:20,11/27/16,5:20:37,1,0,0,0,Complete/L11/Baboon,11270260.JPG,4:55:28,18:04:29,5.343611111,4.924444444,18.07472222,Day
1878,330391,L11,Baboon,11/27/16 5:22,11/27/16,5:22:41,124,2,0,0,Complete/L11/Baboon,11270261.JPG,4:55:28,18:04:29,5.378055556,4.924444444,18.07472222,Day
1879,330392,L11,Baboon,11/27/16 5:22,11/27/16,5:22:43,2,0,0,0,Complete/L11/Baboon,11270262.JPG,4:55:28,18:04:29,5.378611111,4.924444444,18.07472222,Day
1894,330393,L11,Baboon,11/27/16 5:23,11/27/16,5:23:19,36,1,0,0,Complete/L11/Baboon,11270263.JPG,4:55:28,18:04:29,5.388611111,4.924444444,18.07472222,Day
1908,330394,L11,Baboon,11/27/16 5:23,11/27/16,5:23:50,31,1,0,0,Complete/L11/Baboon,11270265.JPG,4:55:28,18:04:29,5.397222222,4.924444444,18.07472222,Day
1911,330395,L11,Baboon,11/27/16 5:23,11/27/16,5:23:51,1,0,0,0,Complete/L11/Baboon,11270266.JPG,4:55:28,18:04:29,5.3975,4.924444444,18.07472222,Day
3116,330403,L11,Baboon,11/27/16 17:44,11/27/16,17:44:52,1653,28,0.5,0,Complete/L11/Baboon,11270289.JPG,4:55:28,18:04:29,17.74777778,4.924444444,18.07472222,Day
3117,330404,L11,Baboon,11/27/16 17:44,11/27/16,17:44:54,2,0,0,0,Complete/L11/Baboon,11270290.JPG,4:55:28,18:04:29,17.74833333,4.924444444,18.07472222,Day
2928,330409,L11,Baboon,11/30/16 17:33,11/30/16,17:33:28,1596,27,0.4,0,Complete/L11/Baboon,11300315.JPG,4:55:42,18:06:22,17.55777778,4.928333333,18.10611111,Day
1548,330410,L11,Baboon,12/1/16 4:46,12/1/16,4:46:45,40397,673,11.2,0.5,Complete/L11/Baboon,12010317.JPG,4:55:49,18:06:59,4.779166667,4.930277778,18.11638889,Night
1549,330411,L11,Baboon,12/1/16 4:46,12/1/16,4:46:46,1,0,0,0,Complete/L11/Baboon,12010318.JPG,4:55:49,18:06:59,4.779444444,4.930277778,18.11638889,Night
1552,330412,L11,Baboon,12/1/16 4:48,12/1/16,4:48:05,79,1,0,0,Complete/L11/Baboon,12010319.JPG,4:55:49,18:06:59,4.801388889,4.930277778,18.11638889,Night
1553,330413,L11,Baboon,12/1/16 4:48,12/1/16,4:48:06,1,0,0,0,Complete/L11/Baboon,12010320.JPG,4:55:49,18:06:59,4.801666667,4.930277778,18.11638889,Night
