"","StudySite","SppCode","Detections","Latitude","Longitude","Longitude.UTM","Latitude.UTM","height.cm","angle","detect.obscured","cover.ground","termite.count.100m","termite.count.50m","termite.large.count.100m","termite.large.count.50m","habitat.number","habitat.type","dominant.tree","fire.interval","poaching.all","poaching.high","boundary.distance","road.distance","road.major.distance","urema.distance","pan.distance","river.distance","tree.100m","tree.250m","tree.500m","tree.1km","termites.100m","termites.250m","termites.500m","termites.1km","fire2015.date","fire2016.date","fire2017.date","pans.100m","pans.250m","pans.500m","fire2015","fire2016","fire2017","Operation","GenusLatin","SpeciesLatin","CommName","Diet","Weight","Sociality","Family","Order","Activity_pattern","Sociality.1","Mass_category","Trophic_level","X5.1_AdultBodyMass_g","X5.1_AdultBodyMass_kg","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm"
"900","M10","HINI",0,-18.99093,34.54668,662812.4137,7899460.883,70,1,0,15,3,1,3,1,2,"2_OW","HY",11.28437614,0,0,12624.13281,731.1986084,731.1986694,7277.035645,248.730011,1668.430664,7.036826611,0.723907053,2.746827364,0.737483025,2.004995823,0.037505828,0.486976385,0.187746316,276.3685608,NA,256.8753662,0,0.003226195,0.187365189,1,0,1,62,"Hippotragus","niger","Sable_antelope","Herbivore",236405.9,"group","Bovidae","Artiodactyla","diurnal","group","Very_large",1,236405.9,236.4059,2035,-999,983.37,-999,-999,5,272.87,1,-999,-999,365,1,-999,267,16412.18,-999,1.3,-999,972.17,15,4,1,210.73,-999,-999,"543;730;869;1297;1525;1594;1848;2629;2655;2693;2986",-999,1.1,-999,-999,3149646.92,-1.84,-25.41,-13.63,40.84,16.24,28.54,0,28.14,2,0.16,80.83,221.46,857.47,1492.34
"901","A06","HYAF",0,-18.94847,34.3112,638055.6577,7904361.198,60,-6,0,10,1,1,1,1,2,"2_OW","CA",14.06763268,1,0,5866.970215,1514.415771,1514.415771,16731.62891,163.1207123,2891.995605,3.1345222,0.233508438,0.706394196,0.28860113,1.308909297,0.019876415,0.255218178,0.08339712,241.0129852,NA,NA,0,0.00284576,0.022840908,1,0,0,0,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"902","A08","HYAF",0,-18.97055,34.31128,638045.9089,7901917.535,70,-5,0,30,2,0,2,0,2.5,"2.5_OCW","AR",8.370493889,0,0,3476.922119,307.7037659,307.7037964,17956.125,178.3482971,3476.903564,4.238297939,0.462234944,1.796139598,0.494163781,2.248126507,0.042705011,0.78940016,0.18269144,244.3223419,NA,NA,0,0.00094249,0.032964796,1,0,0,31,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"903","A10","HYAF",0,-18.99254,34.3117,638072.0057,7899483.559,80,-6,1,75,0,0,0,0,4,"4_F","HY",1.204053283,0,0,1215.533936,206.422226,206.422226,19374.58594,282.186676,1215.768066,8.380311966,0.937327802,3.704920769,0.82345593,0.047460448,0.012613496,0.144886583,0.061133672,240,NA,NA,0,0,0.067776702,1,0,0,0,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"904","B05","HYAF",0,-18.9376,34.33081,640129.751,7905548.727,90,-1,0,20,4,3,4,3,1,"1_SW","mix",12.24129963,0,0,6344.958984,2059.258789,2059.258789,14345.6377,87.22070313,1265.074585,0.510744512,0.072298676,0.51737839,0.19592762,0.16569525,0.005613524,0.173711523,0.075239442,241.4348755,NA,232.5502625,0.103247292,0.001271877,0.033286799,1,0,1,48,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"905","B07","HYAF",0,-18.95957,34.33033,640060.8662,7903117.669,100,-1,0,75,3,3,3,3,1,"1_SW","AR",9.695158958,0,0,4077.856689,978.2200317,978.2200317,15613.77051,145.0441132,3549.379883,0.733599603,0.169611126,0.903705001,0.429066092,0.344712734,0.025792725,0.436643869,0.106388114,243.2588959,NA,NA,0,0.002066773,0.034840718,1,0,0,90,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"906","B09","HYAF",0,-18.98108,34.33122,640136.5979,7900736.425,80,-3,0,5,15,5,15,5,2,"2_OW","AR",9.440723419,0,0,1827.738037,620.881897,620.8818359,16986.43555,73.16529083,1828.059204,2.10125494,0.253674328,0.915770769,0.443697155,0.81099087,0.029067613,0.434135973,0.141828209,NA,NA,NA,0.043297254,0.001529874,0.023914794,0,0,0,9,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"907","C06","HYAF",0,-18.94877,34.35125,642272.8619,7904296.172,90,-3,0,5,2,3,2,3,2,"2_OW","HY",10.62749958,0,0,4712.924316,137.1408691,137.1408234,13121.14648,92.24648285,2074.799805,1.716116071,0.208486006,1.137672186,0.276521236,0.989175677,0.026167227,0.511499822,0.126961946,247.4421082,NA,NA,0.026644463,0.003697307,0.025284287,1,0,0,6,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"908","C08","HYAF",4,-18.97041,34.35071,642197.6499,7901901.671,80,-5,0,10,3,3,3,3,2,"2_OW","AR",7.553421497,0,0,2321.447754,432.7802124,432.7802124,14668.47266,218.535965,2321.539551,3.321752787,0.376540244,1.53728044,0.388177991,1.741881728,0.045912169,0.759384751,0.174836159,245.4664764,NA,NA,0,0.001911469,0.024999604,1,0,0,90,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"909","D03","HYAF",0,-18.91569,34.36975,644249.4186,7907942.181,100,-4,0,50,0,1,0,1,2,"2_OW","HY",5.497811317,0,0,8580.866211,94.27841949,94.27842712,9598.172852,25.04351807,55.98794937,6.086621284,0.450219959,1.138081551,0.203578487,0.320566207,0.008880443,0.214631513,0.04204886,NA,NA,NA,0.425424904,0.009402997,0.129149899,0,0,0,0,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"910","D05","HYAF",0,-18.93763,34.37036,644294.8273,7905513.538,60,0,1,50,6,4,6,4,2.5,"2.5_OCW","mix",4.622369766,0,0,6254.927734,599.0967407,599.0967407,10765.93652,84.32523346,1446.874756,3.390577078,0.371278316,1.533814907,0.385423958,1.749375463,0.042728912,0.63233918,0.175298229,NA,NA,NA,0.0355439,0.001163342,0.036489651,0,0,0,20,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"911","D07","HYAF",0,-18.97986,34.37051,644274.2966,7900839.718,90,1,0,10,7,5,7,5,2,"2_OW","mix",14.09720802,1,1,1847.439941,1039.238647,1039.238647,14010.10449,292.9839478,1847.120605,2.836110353,0.363306433,1.478896976,0.414556921,1.534554482,0.042246845,0.637720048,0.171905011,211,248,NA,0,0,0.001872986,1,1,0,90,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"912","D09","HYAF",0,-18.95907,34.37054,644295.3496,7903140.576,60,-2,1,80,1,1,0,0,2.5,"2.5_OCW","CA",7.243978024,1,1,4074.408203,117.4708023,117.4707642,12292.49121,52.16975784,3549.67627,2.880082607,0.388952434,1.68656075,0.404191285,1.825145721,0.057629254,0.901065052,0.194083646,NA,NA,NA,0.014154871,0.002237719,0.053618196,0,0,0,0,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"913","E02","HYAF",0,-18.90468,34.39004,646396.0875,7909143.999,110,-4,0,80,0,0,0,0,1,"1_SW","AX_FA",1.026332617,0,0,10397.94824,146.7473145,146.7473602,7149.865234,207.7147675,1196.640625,1.729707599,0.17018491,0.408595085,0.118391335,0.747710228,0.021756886,0.187298611,0.056738466,NA,NA,NA,0,0.00345347,1.316907406,0,0,0,51,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"914","E04","HYAF",2,-18.92648,34.39024,646398.1729,7906731.168,70,-1,0,25,6,5,6,5,2,"2_OW","AR",4.514027119,0,0,8108.509766,851.3939209,1004.626038,8348.763672,517.3314209,2507.550049,2.980464697,0.378349304,1.524006844,0.281635612,1.802664399,0.056453958,0.720321894,0.149772301,NA,NA,NA,0,0,0.050729722,0,0,0,90,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"915","E06","HYAF",0,-18.94814,34.39065,646422.4683,7904333.652,90,1,1,30,3,1,3,1,2,"2_OW","CA",7,0,0,5909.675293,478.2506714,847.0457764,9956.298828,487.0079041,3746.4104,4.913780212,0.506602764,2.028587341,0.478054017,0.433805168,0.020569639,0.304201514,0.124285303,208.4575653,NA,NA,0,0,0.006396724,1,0,0,28,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"916","E08","HYAF",0,-18.97007,34.39047,646384.3728,7901906.739,70,-6,0,50,0,1,0,1,3,"3_CW","CA",14.55404758,1,1,3866.68042,663.99646,663.99646,11782.33691,416.1642151,3866.433838,3.797045469,0.430855721,1.620383739,0.407331735,2.647793531,0.056107346,0.751797616,0.183202416,208.0376434,248.9902344,233.8002472,0,0,0.029761432,1,1,1,43,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"917","E10","HYAF",0,-18.99155,34.39053,646371.9214,7899529.423,90,-8,1,80,0,0,0,0,2,"2_OW","CA",11.61771679,1,1,2196.321533,456.5426941,456.5426636,13575.85547,133.9936371,2196.606201,1.931586981,0.372952431,1.816738844,0.56594789,0.938384652,0.02745009,0.455643564,0.13482222,208,247.4809265,234,0,0.000175298,0.002317423,1,1,1,90,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"918","E12","HYAF",0,-19.01331,34.39089,646390.7826,7897120.864,80,-7,0,80,1,0,1,0,4,"4_F","mix",7.729577065,1,1,1006.296143,844.609375,844.609375,15521.88086,82.82206726,1006.897522,4.807846546,0.576539576,2.24346137,0.507747173,0.342214823,0.032322582,0.44270727,0.090408094,249,248.5022125,NA,0.322031498,0.003103987,0.114677422,1,1,0,90,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"919","F01","HYAF",0,-18.89402,34.40934,648438.4484,7910307.681,60,3,0,10,3,2,3,2,1,"1_SW","AX_FA",4.698989868,0,0,12181.30176,721.1661987,721.1661987,4825.426758,265.3390198,1913.336182,3.024577379,0.338195115,1.463723421,0.299311012,1.49708581,0.040406212,0.780384421,0.149230391,NA,NA,NA,0,0.000509958,0.033577312,0,0,0,0,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"920","F03","HYAF",0,-18.91463,34.40951,648438.1726,7908026.562,90,-6,0,10,9,2,9,2,1,"1_SW","AR",3.746916056,0,0,10115.12598,346.0800476,346.0800476,5942.76416,68.01644135,3366.331543,3.065089941,0.434586972,1.747946858,0.395051509,1.777685285,0.062183019,0.999571443,0.220527723,NA,NA,NA,0.035803497,0.000844618,0.011729972,0,0,0,0,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"921","F05","HYAF",0,-18.93785,34.40944,648410.2911,7905456.782,90,-6,0,50,9,2,9,2,2,"2_OW","AR",6.756124973,1,0,7909.420898,745.0910034,745.0910034,7827.183105,49.00373077,4863.394043,5.943221092,0.641340673,2.411990404,0.580846965,2.022481203,0.04749782,0.73535341,0.194071665,NA,NA,NA,0.264762044,0.003210379,0.033491533,0,0,0,6,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"922","F07","HYAF",2,-18.95938,34.41,648450.222,7903073.504,100,1,0,5,2,2,2,2,1.5,"1.5_SOW","AR",11.36116791,0,0,6150.91748,535.7481689,535.7481689,9519.87207,124.4126892,6101.339355,3.477823496,0.489021212,1.981283188,0.471026689,1.62198174,0.040314581,0.72360754,0.184397027,206.9846039,251.967453,232.902359,0,0.004362532,0.068252884,1,1,1,65,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"923","F09","HYAF",0,-18.98048,34.4101,648442.0657,7900738.197,80,-5,1,20,4,1,4,1,2,"2_OW","mix",13.6987772,0,0,4538.290039,2259.572998,2259.572754,11383.68262,39.83392334,4538.46582,2.534948826,0.253953964,1.161550164,0.347317427,0.586178184,0.012314692,0.272360742,0.10621646,211.6485443,249.2958527,233.0135956,0.443402618,0.002772897,0.038285106,1,1,1,0,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"924","F11","HYAF",0,-19.00232,34.41034,648447.9686,7898320.868,70,1,0,50,0,0,0,0,3,"3_CW","CA",8.956868172,0,0,3197.743408,143.9089966,143.9090424,13379.50391,746.3579102,3197.594238,5.813977242,0.601161182,2.371182919,0.642161429,2.624479532,0.0476771,0.620006025,0.157055736,NA,252.8254242,234.0349121,0,0,0,0,1,1,15,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"925","G02","HYAF",0,-18.90452,34.42932,650533.7909,7909128.718,90,0,1,50,0,0,0,0,2,"2_OW","AX_FA",2.878654242,0,0,12136.97754,495.9915771,495.9915771,3645.208496,105.378418,3645.208496,2.776843071,0.378112316,1.739449143,0.430747509,0.824313045,0.01832662,0.544705629,0.176282257,NA,NA,NA,0.043297254,0.008354548,0.050983317,0,0,0,0,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"926","G04","HYAF",1,-18.92615,34.42925,650507.0552,7906734.895,90,-5,0,10,11,2,11,2,1.5,"1.5_SOW","AR",4.025091648,0,0,10216.62305,155.8797455,155.8797607,5460.585449,94.62628937,5460.585449,2.598252535,0.308616787,1.439138293,0.405180335,1.582847595,0.036936108,0.731163025,0.188318178,NA,NA,NA,0.081598669,0.005678409,0.164605439,0,0,0,90,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
"927","G06","HYAF",0,-18.94765,34.42924,650486.7352,7904355.404,90,0,0,50,12,5,12,5,3,"3_CW","AR",5.932429314,0,0,8529.407227,567.3311768,567.3311768,7245.40625,263.5492859,7190.611816,6.597892761,0.701013625,2.585664034,0.64918834,3.890924215,0.096402004,1.248202443,0.258101553,NA,NA,NA,0,0.000159362,0.020760072,0,0,0,90,"Hystrix","africaeaustralis","Porcupine","Herbivore",14936.02,"solitary","Hystricidae","Rodentia","nocturnal","solitary","Medium",1,14936.02,14.93602,-999,-999,-999,2361.7,11300,3,93.49,1,1.31,1.23,375,1.51,1.5,240,305.59,-999,-999,-999,438.45,1.5,-999,1,70.34,-999,-999,"785;1297;1573;1822;2151;2494;2629;2655;2913",-999,-999,-999,-999,8461036.56,0.81,-34.83,-17.01,40.84,8.93,24.88,0,26.86,0,0.15,76.85,211.2,820.68,1422.06
