"","Camera","AEME","ALBU","ATPA","BDCR","CEAL","CENA","CHPY","CICI","COTA","GASA","GEGE","Guineafowl_crested","Guineafowl_helmeted","HEIC","HEPA","HIAM","HINI","Hornbill_ground","Human","HYAF","ICAL","KOEL","LEMI","LESE","LOAF","MATE","MECA","MUMU","ORAF","OTCR","OUOU","PACY","PALE","PHAF","POLA","RERE","SYCA","SYGR","TAOR","TRAN","TRST","TRSY"
"15","E06",7,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,11,6,13
"16","E08",2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,4
"17","E10",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,5,3,0,4,0,1,0,0,0,0,0,4
"18","E12",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,0,4,0,0,0,0,0,0,14,0,8,1,2,0,0,0,0,0,4
"19","F01",13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,28,0,0,0,0,1,0,2,0,15,6,2,19,0,10,0,0,0,0,1,12
"20","F03",8,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,4,1,0,0,0,0,0,1,1
"21","F05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0
"22","F07",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,18,0,11,2,0,0,0,0,2,6,10
"23","F09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","F11",0,0,0,0,0,0,0,2,0,0,5,0,0,1,0,0,3,0,0,0,2,2,0,0,1,0,0,0,0,0,3,9,0,4,0,2,0,0,0,0,3,7
"25","G02",15,0,1,0,6,0,4,7,0,0,5,0,3,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,10,16,0,5,1,0,0,0,0,0,1,13
"26","G04",6,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,4,18,0,6,0,0,0,0,0,0,0,2
"27","G06",6,0,0,1,0,0,0,6,0,11,5,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,26,0,4,4,0,0,0,0,9,0,6
"28","G08",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
"29","G10",0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9,0,0,2,0,0,0,0,4,1,3
"30","G12",0,0,0,0,0,2,0,3,0,1,12,0,1,1,0,0,1,0,0,1,0,3,0,0,2,0,1,0,0,1,0,7,0,3,3,0,0,0,0,0,2,2
"31","H03",12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,4,18,0,19,0,0,0,0,0,0,0,4
"32","H05",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,2,22,0,10,1,0,0,0,0,0,0,2
"33","H07",1,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,1,0,4,1,0,2,0,0,0,0,0,3,5,0,9,1,2,0,0,0,3,4,17
"34","H09",0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,9,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,4
"35","H11",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0
"36","H13",1,0,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,1,0,0,1,0,0,0,2
"37","I04",3,0,1,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,7,1,23,5,0,2,0,2,0,0,0,7,9,1,18,4,1,0,0,0,0,0,15
"38","I06",7,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,3
"39","I08",0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,1,0,3,0,12,0,0,1,0,1,0,0,0,0,6,0,6,3,0,0,0,0,0,1,6
"40","I10",0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,2,0,5,0,0,1,0,0,2,0,0,3,6,0,6,1,0,0,0,0,4,2,6
"41","I12",2,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,2
"42","I14",4,0,1,0,0,0,2,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,10,3,0,0,0,0,0,2,14
"43","J03",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,1,0,0,0,11
"44","J05",1,0,1,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,0,4,0,6,2,0,1,0,2,0,0,0,0,14,0,11,0,1,0,0,0,0,0,5
"45","J07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,6
"46","J09",0,0,0,1,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,6,0,0,0,2,0,0,0,0
"47","J11",0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,4,0,3,2,0,0,1,0,3,1,7
"48","J13",2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,3,15,0,5,0,0,0,1,0,1,2,8
"49","K04",3,0,1,0,0,0,0,7,0,0,8,0,0,2,0,0,0,0,0,2,0,18,0,0,3,0,0,0,2,0,1,15,0,20,1,0,1,0,0,0,0,10
"50","K06",0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,3,0,13,0,0,1,0,0,0,0,0,1,21,0,25,0,0,1,1,0,0,4,24
"51","K08",0,0,1,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,4,0,8,0,1,0,0,0,2,0,5
"52","K10",0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"53","K12",0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0,2
"54","L05",0,0,0,0,0,0,0,26,0,0,3,0,0,1,0,0,0,0,0,31,0,24,0,4,7,0,0,1,0,0,2,17,1,31,6,0,7,0,0,0,0,31
"55","L07",0,0,4,0,0,0,1,5,0,0,5,0,0,0,0,0,0,0,0,11,1,6,7,0,21,0,2,0,0,0,0,24,0,31,5,3,0,0,0,1,0,28
"56","L09",0,0,0,7,0,0,1,0,0,2,10,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,1,0,5,0,9,5,0,0,0,0,0,0,25
"57","L11",2,0,0,1,0,0,3,3,0,2,11,0,0,0,0,0,1,1,0,3,0,4,2,0,3,0,0,0,0,1,4,17,0,8,2,0,0,0,0,3,1,12
"58","L13",0,0,0,4,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,4
"59","M08",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,23,0,1,7,0,3,1,0,1,3,19,0,25,8,0,0,0,0,1,1,26
"60","M10",2,0,1,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,5,0,6,1,0,7,0,2,1,1,0,7,12,0,18,1,0,0,0,0,0,0,19
