"","X","Camera","Species","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","Sunrise","Sunset","Time.Numeric","Sunrise.Numeric","Sunset.Numeric","TimePeriod","Month","Season"
"448",576,"A08","Genet","8/15/16 21:02:00","8/15/16","21:02:03",67640,1127,18.8,0.8,"Merged_no_ghost/A08/Genet","2016 08 15 21 02 03.JPG","06:02:26","17:30:51",21.0341666666667,6.04055555555556,17.5141666666667,"Night",8,"Dry"
"449",687,"A08","Pangolin","8/15/16 23:56:00","8/15/16","23:56:33",0,0,0,0,"Merged_no_ghost/A08/Pangolin","2016 08 15 23 56 33.JPG","06:02:26","17:30:51",23.9425,6.04055555555556,17.5141666666667,"Night",8,"Dry"
"450",577,"A08","Genet","8/17/16 20:20:00","8/17/16","20:20:05",170281,2838,47.3,2,"Merged_no_ghost/A08/Genet","2016 08 17 20 20 05.JPG","06:01:06","17:31:21",20.3347222222222,6.01833333333333,17.5225,"Night",8,"Dry"
"451",578,"A08","Genet","8/17/16 20:20:00","8/17/16","20:20:05",170281,2838,47.3,2,"Merged_no_ghost/A08/Genet","2016 08 17 20 20 06.JPG","06:01:06","17:31:21",20.3347222222222,6.01833333333333,17.5225,"Night",8,"Dry"
"452",770,"A08","Waterbuck","8/18/16 02:38:00","8/18/16","02:38:01",242138,4036,67.3,2.8,"Merged_no_ghost/A08/Waterbuck","2016 08 18 02 38 01.JPG","06:00:25","17:31:35",2.63361111111111,6.00694444444444,17.5263888888889,"Night",8,"Dry"
"453",771,"A08","Waterbuck","8/18/16 02:38:00","8/18/16","02:38:01",242138,4036,67.3,2.8,"Merged_no_ghost/A08/Waterbuck","2016 08 18 02 38 02.JPG","06:00:25","17:31:35",2.63361111111111,6.00694444444444,17.5263888888889,"Night",8,"Dry"
"454",579,"A08","Genet","8/18/16 05:00:00","8/18/16","05:00:15",31210,520,8.7,0.4,"Merged_no_ghost/A08/Genet","2016 08 18 05 00 15.JPG","06:00:25","17:31:35",5.00416666666667,6.00694444444444,17.5263888888889,"Night",8,"Dry"
"468",774,"A08","Waterbuck","8/25/16 01:45:00","8/25/16","01:45:13",36784,613,10.2,0.4,"Merged_no_ghost/A08/Waterbuck","2016 08 25 01 45 13.JPG","05:55:17","17:33:09",1.75361111111111,5.92138888888889,17.5525,"Night",8,"Dry"
"469",775,"A08","Waterbuck","8/25/16 01:45:00","8/25/16","01:45:13",36784,613,10.2,0.4,"Merged_no_ghost/A08/Waterbuck","2016 08 25 01 45 14.JPG","05:55:17","17:33:09",1.75361111111111,5.92138888888889,17.5525,"Night",8,"Dry"
"470",689,"A08","Pangolin","8/25/16 02:32:00","8/25/16","02:32:13",786940,13116,218.6,9.1,"Merged_no_ghost/A08/Pangolin","2016 08 25 02 32 13.JPG","05:55:17","17:33:09",2.53694444444444,5.92138888888889,17.5525,"Night",8,"Dry"
"477",777,"A08","Waterbuck","8/28/16 04:36:00","8/28/16","04:36:13",165802,2763,46,1.9,"Merged_no_ghost/A08/Waterbuck","2016 08 28 04 36 13.JPG","05:52:56","17:33:46",4.60361111111111,5.88222222222222,17.5627777777778,"Night",8,"Dry"
"478",778,"A08","Waterbuck","8/28/16 04:36:00","8/28/16","04:36:13",165802,2763,46,1.9,"Merged_no_ghost/A08/Waterbuck","2016 08 28 04 36 14.JPG","05:52:56","17:33:46",4.60361111111111,5.88222222222222,17.5627777777778,"Night",8,"Dry"
"479",551,"A08","Bushpig","8/29/16 03:43:00","8/29/16","03:43:11",1307749,21796,363.3,15.1,"Merged_no_ghost/A08/Bushpig","2016 08 29 03 43 11.JPG","05:52:08","17:33:58",3.71972222222222,5.86888888888889,17.5661111111111,"Night",8,"Dry"
"480",552,"A08","Bushpig","8/29/16 03:43:00","8/29/16","03:43:11",1307749,21796,363.3,15.1,"Merged_no_ghost/A08/Bushpig","2016 08 29 03 43 12.JPG","05:52:08","17:33:58",3.71972222222222,5.86888888888889,17.5661111111111,"Night",8,"Dry"
"485",524,"A08","Bushbuck","8/29/16 20:33:00","8/29/16","20:33:41",2892203,48203,803.4,33.5,"Merged_no_ghost/A08/Bushbuck","2016 08 29 20 33 41.JPG","05:52:08","17:33:58",20.5613888888889,5.86888888888889,17.5661111111111,"Night",8,"Dry"
"486",580,"A08","Genet","8/29/16 21:24:00","8/29/16","21:24:04",1009428,16824,280.4,11.7,"Merged_no_ghost/A08/Genet","2016 08 29 21 24 04.JPG","05:52:08","17:33:58",21.4011111111111,5.86888888888889,17.5661111111111,"Night",8,"Dry"
"487",581,"A08","Genet","8/29/16 21:24:00","8/29/16","21:24:04",1009428,16824,280.4,11.7,"Merged_no_ghost/A08/Genet","2016 08 29 21 24 05.JPG","05:52:08","17:33:58",21.4011111111111,5.86888888888889,17.5661111111111,"Night",8,"Dry"
"488",582,"A08","Genet","8/30/16 23:28:00","8/30/16","23:28:07",93843,1564,26.1,1.1,"Merged_no_ghost/A08/Genet","2016 08 30 23 28 07.JPG","05:51:20","17:34:10",23.4686111111111,5.85555555555556,17.5694444444444,"Night",8,"Dry"
"491",583,"A08","Genet","9/1/16 04:55:00","9/1/16","04:55:38",106050,1768,29.5,1.2,"Merged_no_ghost/A08/Genet","2016 09 01 04 55 38.JPG","05:49:42","17:34:33",4.92722222222222,5.82833333333333,17.5758333333333,"Night",9,"Dry"
"493",525,"A08","Bushbuck","9/1/16 19:12:00","9/1/16","19:12:03",254301,4238,70.6,2.9,"Merged_no_ghost/A08/Bushbuck","2016 09 01 19 12 03.JPG","05:49:42","17:34:33",19.2008333333333,5.82833333333333,17.5758333333333,"Night",9,"Dry"
"494",584,"A08","Genet","9/2/16 00:32:00","9/2/16","00:32:42",70623,1177,19.6,0.8,"Merged_no_ghost/A08/Genet","2016 09 02 00 32 42.JPG","05:48:52","17:34:44",0.545,5.81444444444444,17.5788888888889,"Night",9,"Dry"
"495",585,"A08","Genet","9/2/16 00:32:00","9/2/16","00:32:42",70623,1177,19.6,0.8,"Merged_no_ghost/A08/Genet","2016 09 02 00 32 43.JPG","05:48:52","17:34:44",0.545,5.81444444444444,17.5788888888889,"Night",9,"Dry"
"501",706,"A08","Sable_antelope","9/3/16 17:58:00","9/3/16","17:58:59",0,0,0,0,"Merged_no_ghost/A08/Sable_antelope","2016 09 03 17 58 59.JPG","05:48:02","17:34:55",17.9830555555556,5.80055555555556,17.5819444444444,"Night",9,"Dry"
"514",586,"A08","Genet","9/5/16 21:58:00","9/5/16","21:58:58",336376,5606,93.4,3.9,"Merged_no_ghost/A08/Genet","2016 09 05 21 58 58.JPG","05:46:21","17:35:17",21.9827777777778,5.7725,17.5880555555556,"Night",9,"Dry"
"515",587,"A08","Genet","9/5/16 23:02:00","9/5/16","23:02:40",3821,64,1.1,0,"Merged_no_ghost/A08/Genet","2016 09 05 23 02 40.JPG","05:46:21","17:35:17",23.0444444444444,5.7725,17.5880555555556,"Night",9,"Dry"
"516",588,"A08","Genet","9/5/16 23:02:00","9/5/16","23:02:40",3821,64,1.1,0,"Merged_no_ghost/A08/Genet","2016 09 05 23 02 41.JPG","05:46:21","17:35:17",23.0444444444444,5.7725,17.5880555555556,"Night",9,"Dry"
"517",556,"A08","Elephant","9/6/16 03:28:00","9/6/16","03:28:33",3699135,61652,1027.5,42.8,"Merged_no_ghost/A08/Elephant","2016 09 06 03 28 33.JPG","05:45:29","17:35:28",3.47583333333333,5.75805555555556,17.5911111111111,"Night",9,"Dry"
"518",557,"A08","Elephant","9/6/16 03:28:00","9/6/16","03:28:33",3699135,61652,1027.5,42.8,"Merged_no_ghost/A08/Elephant","2016 09 06 03 28 34.JPG","05:45:29","17:35:28",3.47583333333333,5.75805555555556,17.5911111111111,"Night",9,"Dry"
"522",589,"A08","Genet","9/8/16 23:07:00","9/8/16","23:07:27",259487,4325,72.1,3,"Merged_no_ghost/A08/Genet","2016 09 08 23 07 27.JPG","05:43:46","17:35:49",23.1241666666667,5.72944444444444,17.5969444444444,"Night",9,"Dry"
"523",590,"A08","Genet","9/8/16 23:07:00","9/8/16","23:07:27",259487,4325,72.1,3,"Merged_no_ghost/A08/Genet","2016 09 08 23 07 28.JPG","05:43:46","17:35:49",23.1241666666667,5.72944444444444,17.5969444444444,"Night",9,"Dry"
"524",784,"A08","Waterbuck","9/9/16 05:01:00","9/9/16","05:01:21",61692,1028,17.1,0.7,"Merged_no_ghost/A08/Waterbuck","2016 09 09 05 01 21.JPG","05:42:54","17:36:00",5.0225,5.715,17.6,"Night",9,"Dry"
"527",526,"A08","Bushbuck","9/9/16 22:38:00","9/9/16","22:38:49",703570,11726,195.4,8.1,"Merged_no_ghost/A08/Bushbuck","2016 09 09 22 38 49.JPG","05:42:54","17:36:00",22.6469444444444,5.715,17.6,"Night",9,"Dry"
"531",527,"A08","Bushbuck","9/10/16 23:59:00","9/10/16","23:59:36",91246,1521,25.4,1.1,"Merged_no_ghost/A08/Bushbuck","2016 09 10 23 59 36.JPG","05:42:02","17:36:10",23.9933333333333,5.70055555555556,17.6027777777778,"Night",9,"Dry"
"532",528,"A08","Bushbuck","9/10/16 23:59:00","9/10/16","23:59:36",91246,1521,25.4,1.1,"Merged_no_ghost/A08/Bushbuck","2016 09 10 23 59 37.JPG","05:42:02","17:36:10",23.9933333333333,5.70055555555556,17.6027777777778,"Night",9,"Dry"
"540",591,"A08","Genet","9/11/16 21:18:00","9/11/16","21:18:26",252659,4211,70.2,2.9,"Merged_no_ghost/A08/Genet","2016 09 11 21 18 26.JPG","05:41:09","17:36:20",21.3072222222222,5.68583333333333,17.6055555555556,"Night",9,"Dry"
"541",791,"A08","Waterbuck","9/12/16 05:23:00","9/12/16","05:23:02",50408,840,14,0.6,"Merged_no_ghost/A08/Waterbuck","2016 09 12 05 23 02.JPG","05:40:17","17:36:31",5.38388888888889,5.67138888888889,17.6086111111111,"Night",9,"Dry"
"557",592,"A08","Genet","9/15/16 00:59:00","9/15/16","00:59:34",272394,4540,75.7,3.2,"Merged_no_ghost/A08/Genet","2016 09 15 00 59 34.JPG","05:37:38","17:37:02",0.992777777777778,5.62722222222222,17.6172222222222,"Night",9,"Dry"
"558",593,"A08","Genet","9/15/16 00:59:00","9/15/16","00:59:34",272394,4540,75.7,3.2,"Merged_no_ghost/A08/Genet","2016 09 15 00 59 35.JPG","05:37:38","17:37:02",0.992777777777778,5.62722222222222,17.6172222222222,"Night",9,"Dry"
"574",594,"A08","Genet","9/17/16 04:48:00","9/17/16","04:48:30",186536,3109,51.8,2.2,"Merged_no_ghost/A08/Genet","2016 09 17 04 48 30.JPG","05:35:51","17:37:23",4.80833333333333,5.5975,17.6230555555556,"Night",9,"Dry"
"579",553,"A08","Bushpig","9/18/16 04:18:00","9/18/16","04:18:00",1730042,28834,480.6,20,"Merged_no_ghost/A08/Bushpig","2016 09 18 04 18 00.JPG","05:34:58","17:37:33",4.3,5.58277777777778,17.6258333333333,"Night",9,"Dry"
"590",691,"A08","Porcupine","9/19/16 19:43:00","9/19/16","19:43:43",0,0,0,0,"Merged_no_ghost/A08/Porcupine","2016 09 19 19 43 43.JPG","05:34:04","17:37:44",19.7286111111111,5.56777777777778,17.6288888888889,"Night",9,"Dry"
"591",806,"A08","Waterbuck","9/20/16 03:17:00","9/20/16","03:17:58",31739,529,8.8,0.4,"Merged_no_ghost/A08/Waterbuck","2016 09 20 03 17 58.JPG","05:33:11","17:37:55",3.29944444444444,5.55305555555555,17.6319444444444,"Night",9,"Dry"
"592",807,"A08","Waterbuck","9/20/16 03:17:00","9/20/16","03:17:58",31739,529,8.8,0.4,"Merged_no_ghost/A08/Waterbuck","2016 09 20 03 17 59.JPG","05:33:11","17:37:55",3.29944444444444,5.55305555555555,17.6319444444444,"Night",9,"Dry"
"602",529,"A08","Bushbuck","9/22/16 19:22:00","9/22/16","19:22:20",1020164,17003,283.4,11.8,"Merged_no_ghost/A08/Bushbuck","2016 09 22 19 22 20.JPG","05:31:25","17:38:16",19.3722222222222,5.52361111111111,17.6377777777778,"Night",9,"Dry"
"603",530,"A08","Bushbuck","9/22/16 19:22:00","9/22/16","19:22:20",1020164,17003,283.4,11.8,"Merged_no_ghost/A08/Bushbuck","2016 09 22 19 22 21.JPG","05:31:25","17:38:16",19.3722222222222,5.52361111111111,17.6377777777778,"Night",9,"Dry"
"604",595,"A08","Genet","9/23/16 03:48:00","9/23/16","03:48:46",514704,8578,143,6,"Merged_no_ghost/A08/Genet","2016 09 23 03 48 46.JPG","05:30:31","17:38:27",3.81277777777778,5.50861111111111,17.6408333333333,"Night",9,"Dry"
"605",596,"A08","Genet","9/23/16 03:48:00","9/23/16","03:48:46",514704,8578,143,6,"Merged_no_ghost/A08/Genet","2016 09 23 03 48 47.JPG","05:30:31","17:38:27",3.81277777777778,5.50861111111111,17.6408333333333,"Night",9,"Dry"
"619",814,"A08","Waterbuck","9/24/16 18:03:00","9/24/16","18:03:59",35136,586,9.8,0.4,"Merged_no_ghost/A08/Waterbuck","2016 09 24 18 03 59.JPG","05:29:38","17:38:38",18.0663888888889,5.49388888888889,17.6438888888889,"Night",9,"Dry"
"639",597,"A08","Genet","9/27/16 18:23:00","9/27/16","18:23:31",398085,6635,110.6,4.6,"Merged_no_ghost/A08/Genet","2016 09 27 18 23 31.JPG","05:27:00","17:39:13",18.3919444444444,5.45,17.6536111111111,"Night",9,"Dry"
"640",683,"A08","Mongoose_white_tailed","9/28/16 02:01:00","9/28/16","02:01:35",0,0,0,0,"Merged_no_ghost/A08/Mongoose_white_tailed","2016 09 28 02 01 35.JPG","05:26:08","17:39:25",2.02638888888889,5.43555555555556,17.6569444444444,"Night",9,"Dry"
"655",831,"A08","Waterbuck","10/1/16 04:50:00","10/1/16","04:50:19",47515,792,13.2,0.5,"Merged_no_ghost/A08/Waterbuck","2016 10 01 04 50 19.JPG","05:23:32","17:40:02",4.83861111111111,5.39222222222222,17.6672222222222,"Night",10,"Dry"
"662",531,"A08","Bushbuck","10/1/16 22:20:00","10/1/16","22:20:35",788295,13138,219,9.1,"Merged_no_ghost/A08/Bushbuck","2016 10 01 22 20 35.JPG","05:23:32","17:40:02",22.3430555555556,5.39222222222222,17.6672222222222,"Night",10,"Dry"
"669",598,"A08","Genet","10/3/16 21:46:00","10/3/16","21:46:17",530565,8843,147.4,6.1,"Merged_no_ghost/A08/Genet","2016 10 03 21 46 17.JPG","05:21:50","17:40:29",21.7713888888889,5.36388888888889,17.6747222222222,"Night",10,"Dry"
"670",599,"A08","Genet","10/3/16 21:46:00","10/3/16","21:46:17",530565,8843,147.4,6.1,"Merged_no_ghost/A08/Genet","2016 10 03 21 46 18.JPG","05:21:50","17:40:29",21.7713888888889,5.36388888888889,17.6747222222222,"Night",10,"Dry"
"671",600,"A08","Genet","10/4/16 00:00:00","10/4/16","00:00:01",8024,134,2.2,0.1,"Merged_no_ghost/A08/Genet","2016 10 04 00 00 01.JPG","05:20:59","17:40:42",0.000277777777777778,5.34972222222222,17.6783333333333,"Night",10,"Dry"
"678",601,"A08","Genet","10/6/16 03:33:00","10/6/16","03:33:55",185633,3094,51.6,2.1,"Merged_no_ghost/A08/Genet","2016 10 06 03 33 55.JPG","05:19:19","17:41:10",3.56527777777778,5.32194444444444,17.6861111111111,"Night",10,"Dry"
"682",602,"A08","Genet","10/9/16 03:57:00","10/9/16","03:57:56",260640,4344,72.4,3,"Merged_no_ghost/A08/Genet","2016 10 09 03 57 56.JPG","05:16:52","17:41:55",3.96555555555556,5.28111111111111,17.6986111111111,"Night",10,"Dry"
"683",748,"A08","Warthog","10/9/16 05:13:00","10/9/16","05:13:59",336754,5613,93.5,3.9,"Merged_no_ghost/A08/Warthog","2016 10 09 05 13 59.JPG","05:16:52","17:41:55",5.23305555555556,5.28111111111111,17.6986111111111,"Night",10,"Dry"
"686",684,"A08","Mongoose_white_tailed","10/10/16 20:13:00","10/10/16","20:13:24",1102308,18372,306.2,12.8,"Merged_no_ghost/A08/Mongoose_white_tailed","2016 10 10 20 13 24.JPG","05:16:04","17:42:11",20.2233333333333,5.26777777777778,17.7030555555556,"Night",10,"Dry"
"692",533,"A08","Bushbuck","10/12/16 18:15:00","10/12/16","18:15:05",122197,2037,34,1.4,"Merged_no_ghost/A08/Bushbuck","2016 10 12 18 15 05.JPG","05:14:30","17:42:44",18.2513888888889,5.24166666666667,17.7122222222222,"Night",10,"Dry"
"693",603,"A08","Genet","10/14/16 03:27:00","10/14/16","03:27:04",430146,7169,119.5,5,"Merged_no_ghost/A08/Genet","2016 10 14 03 27 04.JPG","05:12:58","17:43:18",3.45111111111111,5.21611111111111,17.7216666666667,"Night",10,"Dry"
"698",604,"A08","Genet","10/17/16 00:59:00","10/17/16","00:59:13",246868,4114,68.6,2.9,"Merged_no_ghost/A08/Genet","2016 10 17 00 59 13.JPG","05:10:45","17:44:13",0.986944444444444,5.17916666666667,17.7369444444444,"Night",10,"Dry"
"699",605,"A08","Genet","10/17/16 00:59:00","10/17/16","00:59:13",246868,4114,68.6,2.9,"Merged_no_ghost/A08/Genet","2016 10 17 00 59 14.JPG","05:10:45","17:44:13",0.986944444444444,5.17916666666667,17.7369444444444,"Night",10,"Dry"
"700",606,"A08","Genet","10/18/16 18:17:00","10/18/16","18:17:57",148724,2479,41.3,1.7,"Merged_no_ghost/A08/Genet","2016 10 18 18 17 57.JPG","05:10:02","17:44:33",18.2991666666667,5.16722222222222,17.7425,"Night",10,"Dry"
"701",607,"A08","Genet","10/19/16 03:47:00","10/19/16","03:47:53",34195,570,9.5,0.4,"Merged_no_ghost/A08/Genet","2016 10 19 03 47 53.JPG","05:09:20","17:44:53",3.79805555555556,5.15555555555556,17.7480555555556,"Night",10,"Dry"
"702",608,"A08","Genet","10/19/16 03:47:00","10/19/16","03:47:53",34195,570,9.5,0.4,"Merged_no_ghost/A08/Genet","2016 10 19 03 47 54.JPG","05:09:20","17:44:53",3.79805555555556,5.15555555555556,17.7480555555556,"Night",10,"Dry"
"705",690,"A08","Pangolin","10/19/16 23:50:00","10/19/16","23:50:25",4828691,80478,1341.3,55.9,"Merged_no_ghost/A08/Pangolin","2016 10 19 23 50 25.JPG","05:09:20","17:44:53",23.8402777777778,5.15555555555556,17.7480555555556,"Night",10,"Dry"
"709",838,"A08","Waterbuck","10/21/16 18:33:00","10/21/16","18:33:07",637410,10624,177.1,7.4,"Merged_no_ghost/A08/Waterbuck","2016 10 21 18 33 07.JPG","05:07:58","17:45:34",18.5519444444444,5.13277777777778,17.7594444444444,"Night",10,"Dry"
"710",609,"A08","Genet","10/21/16 19:40:00","10/21/16","19:40:04",229931,3832,63.9,2.7,"Merged_no_ghost/A08/Genet","2016 10 21 19 40 04.JPG","05:07:58","17:45:34",19.6677777777778,5.13277777777778,17.7594444444444,"Night",10,"Dry"
"711",610,"A08","Genet","10/21/16 20:50:00","10/21/16","20:50:17",4212,70,1.2,0,"Merged_no_ghost/A08/Genet","2016 10 21 20 50 17.JPG","05:07:58","17:45:34",20.8380555555556,5.13277777777778,17.7594444444444,"Night",10,"Dry"
"712",611,"A08","Genet","10/21/16 20:50:00","10/21/16","20:50:17",4212,70,1.2,0,"Merged_no_ghost/A08/Genet","2016 10 21 20 50 18.JPG","05:07:58","17:45:34",20.8380555555556,5.13277777777778,17.7594444444444,"Night",10,"Dry"
"713",612,"A08","Genet","10/21/16 23:53:00","10/21/16","23:53:41",11004,183,3,0.1,"Merged_no_ghost/A08/Genet","2016 10 21 23 53 41.JPG","05:07:58","17:45:34",23.8947222222222,5.13277777777778,17.7594444444444,"Night",10,"Dry"
"714",613,"A08","Genet","10/21/16 23:53:00","10/21/16","23:53:41",11004,183,3,0.1,"Merged_no_ghost/A08/Genet","2016 10 21 23 53 42.JPG","05:07:58","17:45:34",23.8947222222222,5.13277777777778,17.7594444444444,"Night",10,"Dry"
"715",614,"A08","Genet","10/22/16 03:58:00","10/22/16","03:58:55",14714,245,4.1,0.2,"Merged_no_ghost/A08/Genet","2016 10 22 03 58 55.JPG","05:07:18","17:45:55",3.98194444444444,5.12166666666667,17.7652777777778,"Night",10,"Dry"
"716",615,"A08","Genet","10/22/16 03:58:00","10/22/16","03:58:55",14714,245,4.1,0.2,"Merged_no_ghost/A08/Genet","2016 10 22 03 58 56.JPG","05:07:18","17:45:55",3.98194444444444,5.12166666666667,17.7652777777778,"Night",10,"Dry"
"717",616,"A08","Genet","10/22/16 19:00:00","10/22/16","19:00:41",54106,902,15,0.6,"Merged_no_ghost/A08/Genet","2016 10 22 19 00 41.JPG","05:07:18","17:45:55",19.0113888888889,5.12166666666667,17.7652777777778,"Night",10,"Dry"
"718",617,"A08","Genet","10/23/16 01:51:00","10/23/16","01:51:36",24654,411,6.8,0.3,"Merged_no_ghost/A08/Genet","2016 10 23 01 51 36.JPG","05:06:39","17:46:17",1.86,5.11083333333333,17.7713888888889,"Night",10,"Dry"
"719",618,"A08","Genet","10/23/16 19:41:00","10/23/16","19:41:09",64172,1070,17.8,0.7,"Merged_no_ghost/A08/Genet","2016 10 23 19 41 09.JPG","05:06:39","17:46:17",19.6858333333333,5.11083333333333,17.7713888888889,"Night",10,"Dry"
"720",619,"A08","Genet","10/23/16 19:41:00","10/23/16","19:41:09",64172,1070,17.8,0.7,"Merged_no_ghost/A08/Genet","2016 10 23 19 41 10.JPG","05:06:39","17:46:17",19.6858333333333,5.11083333333333,17.7713888888889,"Night",10,"Dry"
"721",620,"A08","Genet","10/23/16 21:08:00","10/23/16","21:08:17",5228,87,1.4,0.1,"Merged_no_ghost/A08/Genet","2016 10 23 21 08 17.JPG","05:06:39","17:46:17",21.1380555555556,5.11083333333333,17.7713888888889,"Night",10,"Dry"
"722",621,"A08","Genet","10/23/16 23:56:00","10/23/16","23:56:55",10117,169,2.8,0.1,"Merged_no_ghost/A08/Genet","2016 10 23 23 56 55.JPG","05:06:39","17:46:17",23.9486111111111,5.11083333333333,17.7713888888889,"Night",10,"Dry"
"723",622,"A08","Genet","10/24/16 01:45:00","10/24/16","01:45:45",4201,70,1.2,0,"Merged_no_ghost/A08/Genet","2016 10 24 01 45 45.JPG","05:06:01","17:46:40",1.7625,5.10027777777778,17.7777777777778,"Night",10,"Dry"
"724",623,"A08","Genet","10/24/16 01:45:00","10/24/16","01:45:45",4201,70,1.2,0,"Merged_no_ghost/A08/Genet","2016 10 24 01 45 46.JPG","05:06:01","17:46:40",1.7625,5.10027777777778,17.7777777777778,"Night",10,"Dry"
"725",624,"A08","Genet","10/24/16 03:31:00","10/24/16","03:31:14",4408,73,1.2,0,"Merged_no_ghost/A08/Genet","2016 10 24 03 31 14.JPG","05:06:01","17:46:40",3.52055555555556,5.10027777777778,17.7777777777778,"Night",10,"Dry"
"728",625,"A08","Genet","10/25/16 01:27:00","10/25/16","01:27:03",78948,1316,21.9,0.9,"Merged_no_ghost/A08/Genet","2016 10 25 01 27 03.JPG","05:05:24","17:47:03",1.45083333333333,5.09,17.7841666666667,"Night",10,"Dry"
"729",626,"A08","Genet","10/25/16 02:40:00","10/25/16","02:40:54",4389,73,1.2,0,"Merged_no_ghost/A08/Genet","2016 10 25 02 40 54.JPG","05:05:24","17:47:03",2.68166666666667,5.09,17.7841666666667,"Night",10,"Dry"
"730",627,"A08","Genet","10/25/16 20:21:00","10/25/16","20:21:20",60892,1015,16.9,0.7,"Merged_no_ghost/A08/Genet","2016 10 25 20 21 20.JPG","05:05:24","17:47:03",20.3555555555556,5.09,17.7841666666667,"Night",10,"Dry"
"731",628,"A08","Genet","10/26/16 00:27:00","10/26/16","00:27:44",12559,209,3.5,0.1,"Merged_no_ghost/A08/Genet","2016 10 26 00 27 44.JPG","05:04:48","17:47:27",0.462222222222222,5.08,17.7908333333333,"Night",10,"Dry"
"732",629,"A08","Genet","10/26/16 00:27:00","10/26/16","00:27:44",12559,209,3.5,0.1,"Merged_no_ghost/A08/Genet","2016 10 26 00 27 45.JPG","05:04:48","17:47:27",0.462222222222222,5.08,17.7908333333333,"Night",10,"Dry"
"733",630,"A08","Genet","10/26/16 03:14:00","10/26/16","03:14:21",6048,101,1.7,0.1,"Merged_no_ghost/A08/Genet","2016 10 26 03 14 21.JPG","05:04:48","17:47:27",3.23916666666667,5.08,17.7908333333333,"Night",10,"Dry"
"736",631,"A08","Genet","10/26/16 20:04:00","10/26/16","20:04:27",60605,1010,16.8,0.7,"Merged_no_ghost/A08/Genet","2016 10 26 20 04 27.JPG","05:04:48","17:47:27",20.0741666666667,5.08,17.7908333333333,"Night",10,"Dry"
"737",632,"A08","Genet","10/27/16 01:59:00","10/27/16","01:59:21",21293,355,5.9,0.2,"Merged_no_ghost/A08/Genet","2016 10 27 01 59 21.JPG","05:04:13","17:47:51",1.98916666666667,5.07027777777778,17.7975,"Night",10,"Dry"
"740",633,"A08","Genet","10/27/16 21:09:00","10/27/16","21:09:49",63507,1058,17.6,0.7,"Merged_no_ghost/A08/Genet","2016 10 27 21 09 49.JPG","05:04:13","17:47:51",21.1636111111111,5.07027777777778,17.7975,"Night",10,"Dry"
"741",634,"A08","Genet","10/27/16 21:09:00","10/27/16","21:09:49",63507,1058,17.6,0.7,"Merged_no_ghost/A08/Genet","2016 10 27 21 09 50.JPG","05:04:13","17:47:51",21.1636111111111,5.07027777777778,17.7975,"Night",10,"Dry"
"742",635,"A08","Genet","10/28/16 01:15:00","10/28/16","01:15:21",12928,215,3.6,0.2,"Merged_no_ghost/A08/Genet","2016 10 28 01 15 21.JPG","05:03:38","17:48:15",1.25583333333333,5.06055555555556,17.8041666666667,"Night",10,"Dry"
"743",636,"A08","Genet","10/28/16 01:15:00","10/28/16","01:15:21",12928,215,3.6,0.2,"Merged_no_ghost/A08/Genet","2016 10 28 01 15 22.JPG","05:03:38","17:48:15",1.25583333333333,5.06055555555556,17.8041666666667,"Night",10,"Dry"
