"","X","Camera","Species","DateTimeOriginal","Date","Time","delta.time.secs","delta.time.mins","delta.time.hours","delta.time.days","Directory","FileName","Sunrise","Sunset","Time.Numeric","Sunrise.Numeric","Sunset.Numeric","TimePeriod","Month","Season"
"15084",10601,"F07","Bushbuck","8/19/16 18:39:00","8/19/16","18:39:31",35811,597,9.9,0.4,"Merged_no_ghost/F07/Bushbuck","2016 08 19 18 39 31.JPG","05:59:43","17:31:49",18.6586111111111,5.99527777777778,17.5302777777778,"Night",8,"Dry"
"15085",10726,"F07","Kudu","8/20/16 04:23:00","8/20/16","04:23:22",155449,2591,43.2,1.8,"Merged_no_ghost/F07/Kudu","2016 08 20 04 23 22.JPG","05:59:00","17:32:03",4.38944444444444,5.98333333333333,17.5341666666667,"Night",8,"Dry"
"15093",10602,"F07","Bushbuck","8/22/16 21:29:00","8/22/16","21:29:05",269373,4490,74.8,3.1,"Merged_no_ghost/F07/Bushbuck","2016 08 22 21 29 05.JPG","05:57:33","17:32:30",21.4847222222222,5.95916666666667,17.5416666666667,"Night",8,"Dry"
"15094",10603,"F07","Bushbuck","8/22/16 21:29:00","8/22/16","21:29:05",269373,4490,74.8,3.1,"Merged_no_ghost/F07/Bushbuck","2016 08 22 21 29 06.JPG","05:57:33","17:32:30",21.4847222222222,5.95916666666667,17.5416666666667,"Night",8,"Dry"
"15095",10631,"F07","Bushpig","8/23/16 02:14:00","8/23/16","02:14:28",1145710,19095,318.2,13.3,"Merged_no_ghost/F07/Bushpig","2016 08 23 02 14 28.JPG","05:56:48","17:32:44",2.24111111111111,5.94666666666667,17.5455555555556,"Night",8,"Dry"
"15096",10632,"F07","Bushpig","8/23/16 02:14:00","8/23/16","02:14:28",1145710,19095,318.2,13.3,"Merged_no_ghost/F07/Bushpig","2016 08 23 02 14 29.JPG","05:56:48","17:32:44",2.24111111111111,5.94666666666667,17.5455555555556,"Night",8,"Dry"
"15097",10604,"F07","Bushbuck","8/23/16 03:25:00","8/23/16","03:25:24",21379,356,5.9,0.2,"Merged_no_ghost/F07/Bushbuck","2016 08 23 03 25 24.JPG","05:56:48","17:32:44",3.42333333333333,5.94666666666667,17.5455555555556,"Night",8,"Dry"
"15098",10605,"F07","Bushbuck","8/23/16 03:25:00","8/23/16","03:25:24",21379,356,5.9,0.2,"Merged_no_ghost/F07/Bushbuck","2016 08 23 03 25 25.JPG","05:56:48","17:32:44",3.42333333333333,5.94666666666667,17.5455555555556,"Night",8,"Dry"
"15105",10961,"F07","Waterbuck","8/24/16 04:47:00","8/24/16","04:47:50",55347,922,15.4,0.6,"Merged_no_ghost/F07/Waterbuck","2016 08 24 04 47 50.JPG","05:56:03","17:32:57",4.79722222222222,5.93416666666667,17.5491666666667,"Night",8,"Dry"
"15106",10962,"F07","Waterbuck","8/24/16 04:47:00","8/24/16","04:47:50",55347,922,15.4,0.6,"Merged_no_ghost/F07/Waterbuck","2016 08 24 04 47 51.JPG","05:56:03","17:32:57",4.79722222222222,5.93416666666667,17.5491666666667,"Night",8,"Dry"
"15113",10606,"F07","Bushbuck","8/25/16 18:36:00","8/25/16","18:36:55",227491,3792,63.2,2.6,"Merged_no_ghost/F07/Bushbuck","2016 08 25 18 36 55.JPG","05:55:17","17:33:09",18.6152777777778,5.92138888888889,17.5525,"Night",8,"Dry"
"15114",10871,"F07","Warthog","8/26/16 20:32:00","8/26/16","20:32:03",207885,3465,57.8,2.4,"Merged_no_ghost/F07/Warthog","2016 08 26 20 32 03.JPG","05:54:31","17:33:22",20.5341666666667,5.90861111111111,17.5561111111111,"Night",8,"Dry"
"15136",10607,"F07","Bushbuck","9/2/16 18:41:00","9/2/16","18:41:18",691462,11524,192.1,8,"Merged_no_ghost/F07/Bushbuck","2016 09 02 18 41 18.JPG","05:48:52","17:34:44",18.6883333333333,5.81444444444444,17.5788888888889,"Night",9,"Dry"
"15137",10608,"F07","Bushbuck","9/2/16 18:41:00","9/2/16","18:41:18",691462,11524,192.1,8,"Merged_no_ghost/F07/Bushbuck","2016 09 02 18 41 19.JPG","05:48:52","17:34:44",18.6883333333333,5.81444444444444,17.5788888888889,"Night",9,"Dry"
"15144",10876,"F07","Warthog","9/5/16 17:45:00","9/5/16","17:45:34",5212,87,1.4,0.1,"Merged_no_ghost/F07/Warthog","2016 09 05 17 45 34.JPG","05:46:21","17:35:17",17.7594444444444,5.7725,17.5880555555556,"Night",9,"Dry"
"15158",10650,"F07","Hare","9/9/16 21:20:00","9/9/16","21:20:14",5018340,83639,1394,58.1,"Merged_no_ghost/F07/Hare","2016 09 09 21 20 14.JPG","05:42:54","17:36:00",21.3372222222222,5.715,17.6,"Night",9,"Dry"
"15159",10651,"F07","Hare","9/9/16 21:20:00","9/9/16","21:20:14",5018340,83639,1394,58.1,"Merged_no_ghost/F07/Hare","2016 09 09 21 20 15.JPG","05:42:54","17:36:00",21.3372222222222,5.715,17.6,"Night",9,"Dry"
"15160",10638,"F07","Civet","9/9/16 21:37:00","9/9/16","21:37:14",0,0,0,0,"Merged_no_ghost/F07/Civet","2016 09 09 21 37 14.JPG","05:42:54","17:36:00",21.6205555555556,5.715,17.6,"Night",9,"Dry"
"15164",10669,"F07","Impala","9/11/16 22:18:00","9/11/16","22:18:31",394475,6575,109.6,4.6,"Merged_no_ghost/F07/Impala","2016 09 11 22 18 31.JPG","05:41:09","17:36:20",22.3086111111111,5.68583333333333,17.6055555555556,"Night",9,"Dry"
"15165",10800,"F07","Reedbuck","9/12/16 02:22:00","9/12/16","02:22:53",3791565,63193,1053.2,43.9,"Merged_no_ghost/F07/Reedbuck","2016 09 12 02 22 53.JPG","05:40:17","17:36:31",2.38138888888889,5.67138888888889,17.6086111111111,"Night",9,"Dry"
"15173",10652,"F07","Hartebeest","9/14/16 21:03:00","9/14/16","21:03:32",0,0,0,0,"Merged_no_ghost/F07/Hartebeest","2016 09 14 21 03 32.JPG","05:38:31","17:36:51",21.0588888888889,5.64194444444444,17.6141666666667,"Night",9,"Dry"
"15177",10746,"F07","Mongoose_white_tailed","9/16/16 04:24:00","9/16/16","04:24:23",0,0,0,0,"Merged_no_ghost/F07/Mongoose_white_tailed","2016 09 16 04 24 23.JPG","05:36:44","17:37:12",4.40638888888889,5.61222222222222,17.62,"Night",9,"Dry"
"15178",10776,"F07","Oribi","9/16/16 19:31:00","9/16/16","19:31:01",112847,1881,31.4,1.3,"Merged_no_ghost/F07/Oribi","2016 09 16 19 31 01.JPG","05:36:44","17:37:12",19.5169444444444,5.61222222222222,17.62,"Night",9,"Dry"
"15179",10764,"F07","Nyala","9/17/16 18:21:00","9/17/16","18:21:59",303076,5051,84.2,3.5,"Merged_no_ghost/F07/Nyala","2016 09 17 18 21 59.JPG","05:35:51","17:37:23",18.3663888888889,5.5975,17.6230555555556,"Night",9,"Dry"
"15183",10610,"F07","Bushbuck","9/19/16 20:53:00","9/19/16","20:53:01",1324036,22067,367.8,15.3,"Merged_no_ghost/F07/Bushbuck","2016 09 19 20 53 01.JPG","05:34:04","17:37:44",20.8836111111111,5.56777777777778,17.6288888888889,"Night",9,"Dry"
"15198",10796,"F07","Porcupine","9/22/16 02:13:00","9/22/16","02:13:51",5704376,95073,1584.5,66,"Merged_no_ghost/F07/Porcupine","2016 09 22 02 13 51.JPG","05:31:25","17:38:16",2.23083333333333,5.52361111111111,17.6377777777778,"Night",9,"Dry"
"15199",11031,"F07","Wildebeest","9/22/16 02:39:00","9/22/16","02:39:15",0,0,0,0,"Merged_no_ghost/F07/Wildebeest","2016 09 22 02 39 15.JPG","05:31:25","17:38:16",2.65416666666667,5.52361111111111,17.6377777777778,"Night",9,"Dry"
"15200",11032,"F07","Wildebeest","9/22/16 02:39:00","9/22/16","02:39:15",0,0,0,0,"Merged_no_ghost/F07/Wildebeest","2016 09 22 02 39 16.JPG","05:31:25","17:38:16",2.65416666666667,5.52361111111111,17.6377777777778,"Night",9,"Dry"
"15208",10882,"F07","Warthog","9/23/16 17:38:00","9/23/16","17:38:57",262249,4371,72.8,3,"Merged_no_ghost/F07/Warthog","2016 09 23 17 38 57.JPG","05:30:31","17:38:27",17.6491666666667,5.50861111111111,17.6408333333333,"Night",9,"Dry"
"15209",10883,"F07","Warthog","9/23/16 17:38:00","9/23/16","17:38:57",262249,4371,72.8,3,"Merged_no_ghost/F07/Warthog","2016 09 23 17 38 58.JPG","05:30:31","17:38:27",17.6491666666667,5.50861111111111,17.6408333333333,"Night",9,"Dry"
"15217",10633,"F07","Bushpig","9/24/16 17:56:00","9/24/16","17:56:53",2821309,47022,783.7,32.7,"Merged_no_ghost/F07/Bushpig","2016 09 24 17 56 53.JPG","05:29:38","17:38:38",17.9480555555556,5.49388888888889,17.6438888888889,"Night",9,"Dry"
"15218",10676,"F07","Impala","9/24/16 22:03:00","9/24/16","22:03:55",21232,354,5.9,0.2,"Merged_no_ghost/F07/Impala","2016 09 24 22 03 55.JPG","05:29:38","17:38:38",22.0652777777778,5.49388888888889,17.6438888888889,"Night",9,"Dry"
"15219",10677,"F07","Impala","9/25/16 00:59:00","9/25/16","00:59:16",9903,165,2.8,0.1,"Merged_no_ghost/F07/Impala","2016 09 25 00 59 16.JPG","05:28:45","17:38:50",0.987777777777778,5.47916666666667,17.6472222222222,"Night",9,"Dry"
"15222",10614,"F07","Bushbuck","9/25/16 21:22:00","9/25/16","21:22:03",187334,3122,52,2.2,"Merged_no_ghost/F07/Bushbuck","2016 09 25 21 22 03.JPG","05:28:45","17:38:50",21.3675,5.47916666666667,17.6472222222222,"Night",9,"Dry"
"15223",10653,"F07","Hartebeest","9/26/16 02:25:00","9/26/16","02:25:15",969702,16162,269.4,11.2,"Merged_no_ghost/F07/Hartebeest","2016 09 26 02 25 15.JPG","05:27:53","17:39:01",2.42083333333333,5.46472222222222,17.6502777777778,"Night",9,"Dry"
"15228",10615,"F07","Bushbuck","9/27/16 21:45:00","9/27/16","21:45:12",174188,2903,48.4,2,"Merged_no_ghost/F07/Bushbuck","2016 09 27 21 45 12.JPG","05:27:00","17:39:13",21.7533333333333,5.45,17.6536111111111,"Night",9,"Dry"
"15229",10616,"F07","Bushbuck","9/27/16 21:45:00","9/27/16","21:45:12",174188,2903,48.4,2,"Merged_no_ghost/F07/Bushbuck","2016 09 27 21 45 13.JPG","05:27:00","17:39:13",21.7533333333333,5.45,17.6536111111111,"Night",9,"Dry"
"15230",10767,"F07","Nyala","9/27/16 22:15:00","9/27/16","22:15:52",230296,3838,64,2.7,"Merged_no_ghost/F07/Nyala","2016 09 27 22 15 52.JPG","05:27:00","17:39:13",22.2644444444444,5.45,17.6536111111111,"Night",9,"Dry"
"15238",11033,"F07","Wildebeest","10/2/16 23:00:00","10/2/16","23:00:45",937290,15622,260.4,10.8,"Merged_no_ghost/F07/Wildebeest","2016 10 02 23 00 45.JPG","05:22:41","17:40:15",23.0125,5.37805555555556,17.6708333333333,"Night",10,"Dry"
"15239",11034,"F07","Wildebeest","10/2/16 23:00:00","10/2/16","23:00:45",937290,15622,260.4,10.8,"Merged_no_ghost/F07/Wildebeest","2016 10 02 23 00 46.JPG","05:22:41","17:40:15",23.0125,5.37805555555556,17.6708333333333,"Night",10,"Dry"
"15249",10645,"F07","Elephant","10/4/16 03:07:00","10/4/16","03:07:03",1941775,32363,539.4,22.5,"Merged_no_ghost/F07/Elephant","2016 10 04 03 07 03.JPG","05:20:59","17:40:42",3.1175,5.34972222222222,17.6783333333333,"Night",10,"Dry"
"15258",10807,"F07","Sable_antelope","10/5/16 04:23:00","10/5/16","04:23:30",0,0,0,0,"Merged_no_ghost/F07/Sable_antelope","2016 10 05 04 23 30.JPG","05:20:09","17:40:56",4.39166666666667,5.33583333333333,17.6822222222222,"Night",10,"Dry"
"15279",10801,"F07","Reedbuck","10/7/16 22:31:00","10/7/16","22:31:33",2232519,37209,620.1,25.8,"Merged_no_ghost/F07/Reedbuck","2016 10 07 22 31 33.JPG","05:18:29","17:41:25",22.5258333333333,5.30805555555556,17.6902777777778,"Night",10,"Dry"
"15280",10802,"F07","Reedbuck","10/7/16 22:31:00","10/7/16","22:31:33",2232519,37209,620.1,25.8,"Merged_no_ghost/F07/Reedbuck","2016 10 07 22 31 34.JPG","05:18:29","17:41:25",22.5258333333333,5.30805555555556,17.6902777777778,"Night",10,"Dry"
"15281",10797,"F07","Porcupine","10/8/16 02:30:00","10/8/16","02:30:33",1383401,23057,384.3,16,"Merged_no_ghost/F07/Porcupine","2016 10 08 02 30 33.JPG","05:17:40","17:41:40",2.50916666666667,5.29444444444444,17.6944444444444,"Night",10,"Dry"
"15282",10543,"F07","Baboon","10/8/16 05:14:00","10/8/16","05:14:47",43588,726,12.1,0.5,"Merged_no_ghost/F07/Baboon","2016 10 08 05 14 47.JPG","05:17:40","17:41:40",5.24638888888889,5.29444444444444,17.6944444444444,"Night",10,"Dry"
"15283",10544,"F07","Baboon","10/8/16 05:14:00","10/8/16","05:14:47",43588,726,12.1,0.5,"Merged_no_ghost/F07/Baboon","2016 10 08 05 14 48.JPG","05:17:40","17:41:40",5.24638888888889,5.29444444444444,17.6944444444444,"Night",10,"Dry"
"15289",10688,"F07","Impala","10/8/16 22:17:00","10/8/16","22:17:59",130191,2170,36.2,1.5,"Merged_no_ghost/F07/Impala","2016 10 08 22 17 59.JPG","05:17:40","17:41:40",22.2997222222222,5.29444444444444,17.6944444444444,"Night",10,"Dry"
"15290",10618,"F07","Bushbuck","10/8/16 23:56:00","10/8/16","23:56:58",486114,8102,135,5.6,"Merged_no_ghost/F07/Bushbuck","2016 10 08 23 56 58.JPG","05:17:40","17:41:40",23.9494444444444,5.29444444444444,17.6944444444444,"Night",10,"Dry"
"15297",10642,"F07","Duiker_common","10/9/16 23:03:00","10/9/16","23:03:22",7624267,127071,2117.8,88.2,"Merged_no_ghost/F07/Duiker_common","2016 10 09 23 03 22.JPG","05:16:52","17:41:55",23.0561111111111,5.28111111111111,17.6986111111111,"Night",10,"Dry"
"15298",10643,"F07","Duiker_common","10/9/16 23:03:00","10/9/16","23:03:22",7624267,127071,2117.8,88.2,"Merged_no_ghost/F07/Duiker_common","2016 10 09 23 03 23.JPG","05:16:52","17:41:55",23.0561111111111,5.28111111111111,17.6986111111111,"Night",10,"Dry"
"15299",10978,"F07","Waterbuck","10/9/16 23:03:00","10/9/16","23:03:58",306821,5114,85.2,3.6,"Merged_no_ghost/F07/Waterbuck","2016 10 09 23 03 58.JPG","05:16:52","17:41:55",23.0661111111111,5.28111111111111,17.6986111111111,"Night",10,"Dry"
"15300",10979,"F07","Waterbuck","10/9/16 23:03:00","10/9/16","23:03:58",306821,5114,85.2,3.6,"Merged_no_ghost/F07/Waterbuck","2016 10 09 23 03 59.JPG","05:16:52","17:41:55",23.0661111111111,5.28111111111111,17.6986111111111,"Night",10,"Dry"
"15301",10769,"F07","Nyala","10/10/16 04:52:00","10/10/16","04:52:35",392549,6542,109,4.5,"Merged_no_ghost/F07/Nyala","2016 10 10 04 52 35.JPG","05:16:04","17:42:11",4.87638888888889,5.26777777777778,17.7030555555556,"Night",10,"Dry"
"15309",10981,"F07","Waterbuck","10/10/16 17:58:00","10/10/16","17:58:10",7006,117,2,0.1,"Merged_no_ghost/F07/Waterbuck","2016 10 10 17 58 10.JPG","05:16:04","17:42:11",17.9694444444444,5.26777777777778,17.7030555555556,"Night",10,"Dry"
"15310",10779,"F07","Oribi","10/10/16 18:51:00","10/10/16","18:51:56",110680,1845,30.8,1.3,"Merged_no_ghost/F07/Oribi","2016 10 10 18 51 56.JPG","05:16:04","17:42:11",18.8655555555556,5.26777777777778,17.7030555555556,"Night",10,"Dry"
"15317",10982,"F07","Waterbuck","10/11/16 20:08:00","10/11/16","20:08:34",94223,1570,26.2,1.1,"Merged_no_ghost/F07/Waterbuck","2016 10 11 20 08 34.JPG","05:15:17","17:42:27",20.1427777777778,5.25472222222222,17.7075,"Night",10,"Dry"
"15318",10983,"F07","Waterbuck","10/11/16 20:08:00","10/11/16","20:08:34",94223,1570,26.2,1.1,"Merged_no_ghost/F07/Waterbuck","2016 10 11 20 08 35.JPG","05:15:17","17:42:27",20.1427777777778,5.25472222222222,17.7075,"Night",10,"Dry"
"15319",10634,"F07","Bushpig","10/12/16 03:56:00","10/12/16","03:56:18",1504764,25079,418,17.4,"Merged_no_ghost/F07/Bushpig","2016 10 12 03 56 18.JPG","05:14:30","17:42:44",3.93833333333333,5.24166666666667,17.7122222222222,"Night",10,"Dry"
"15320",10620,"F07","Bushbuck","10/12/16 04:34:00","10/12/16","04:34:27",155735,2596,43.3,1.8,"Merged_no_ghost/F07/Bushbuck","2016 10 12 04 34 27.JPG","05:14:30","17:42:44",4.57416666666667,5.24166666666667,17.7122222222222,"Night",10,"Dry"
"15321",10621,"F07","Bushbuck","10/12/16 04:34:00","10/12/16","04:34:27",155735,2596,43.3,1.8,"Merged_no_ghost/F07/Bushbuck","2016 10 12 04 34 28.JPG","05:14:30","17:42:44",4.57416666666667,5.24166666666667,17.7122222222222,"Night",10,"Dry"
"15328",10986,"F07","Waterbuck","10/12/16 22:16:00","10/12/16","22:16:52",54050,901,15,0.6,"Merged_no_ghost/F07/Waterbuck","2016 10 12 22 16 52.JPG","05:14:30","17:42:44",22.2811111111111,5.24166666666667,17.7122222222222,"Night",10,"Dry"
"15331",10635,"F07","Bushpig","10/13/16 19:54:00","10/13/16","19:54:38",143899,2398,40,1.7,"Merged_no_ghost/F07/Bushpig","2016 10 13 19 54 38.JPG","05:13:44","17:43:01",19.9105555555556,5.22888888888889,17.7169444444444,"Night",10,"Dry"
"15335",11035,"F07","Wildebeest","10/14/16 19:54:00","10/14/16","19:54:51",1025608,17093,284.9,11.9,"Merged_no_ghost/F07/Wildebeest","2016 10 14 19 54 51.JPG","05:12:58","17:43:18",19.9141666666667,5.21611111111111,17.7216666666667,"Night",10,"Dry"
"15336",11036,"F07","Wildebeest","10/14/16 19:54:00","10/14/16","19:54:51",1025608,17093,284.9,11.9,"Merged_no_ghost/F07/Wildebeest","2016 10 14 19 54 52.JPG","05:12:58","17:43:18",19.9141666666667,5.21611111111111,17.7216666666667,"Night",10,"Dry"
"15337",10987,"F07","Waterbuck","10/14/16 22:19:00","10/14/16","22:19:26",172953,2883,48,2,"Merged_no_ghost/F07/Waterbuck","2016 10 14 22 19 26.JPG","05:12:58","17:43:18",22.3238888888889,5.21611111111111,17.7216666666667,"Night",10,"Dry"
"15338",10622,"F07","Bushbuck","10/14/16 22:58:00","10/14/16","22:58:50",239063,3984,66.4,2.8,"Merged_no_ghost/F07/Bushbuck","2016 10 14 22 58 50.JPG","05:12:58","17:43:18",22.9805555555556,5.21611111111111,17.7216666666667,"Night",10,"Dry"
"15339",10808,"F07","Sable_antelope","10/14/16 23:37:00","10/14/16","23:37:00",846809,14113,235.2,9.8,"Merged_no_ghost/F07/Sable_antelope","2016 10 14 23 37 00.JPG","05:12:58","17:43:18",23.6166666666667,5.21611111111111,17.7216666666667,"Night",10,"Dry"
"15349",10989,"F07","Waterbuck","10/15/16 18:20:00","10/15/16","18:20:57",11079,185,3.1,0.1,"Merged_no_ghost/F07/Waterbuck","2016 10 15 18 20 57.JPG","05:12:13","17:43:36",18.3491666666667,5.20361111111111,17.7266666666667,"Night",10,"Dry"
"15350",10783,"F07","Oribi","10/15/16 20:37:00","10/15/16","20:37:32",18968,316,5.3,0.2,"Merged_no_ghost/F07/Oribi","2016 10 15 20 37 32.JPG","05:12:13","17:43:36",20.6255555555556,5.20361111111111,17.7266666666667,"Night",10,"Dry"
"15351",10784,"F07","Oribi","10/15/16 20:37:00","10/15/16","20:37:32",18968,316,5.3,0.2,"Merged_no_ghost/F07/Oribi","2016 10 15 20 37 33.JPG","05:12:13","17:43:36",20.6255555555556,5.20361111111111,17.7266666666667,"Night",10,"Dry"
"15352",10700,"F07","Impala","10/15/16 23:16:00","10/15/16","23:16:43",24350,406,6.8,0.3,"Merged_no_ghost/F07/Impala","2016 10 15 23 16 43.JPG","05:12:13","17:43:36",23.2786111111111,5.20361111111111,17.7266666666667,"Night",10,"Dry"
"15353",10701,"F07","Impala","10/15/16 23:16:00","10/15/16","23:16:43",24350,406,6.8,0.3,"Merged_no_ghost/F07/Impala","2016 10 15 23 16 44.JPG","05:12:13","17:43:36",23.2786111111111,5.20361111111111,17.7266666666667,"Night",10,"Dry"
"15354",10623,"F07","Bushbuck","10/16/16 04:39:00","10/16/16","04:39:16",106825,1780,29.7,1.2,"Merged_no_ghost/F07/Bushbuck","2016 10 16 04 39 16.JPG","05:11:29","17:43:55",4.65444444444444,5.19138888888889,17.7319444444444,"Night",10,"Dry"
"15359",10990,"F07","Waterbuck","10/16/16 23:07:00","10/16/16","23:07:09",103069,1718,28.6,1.2,"Merged_no_ghost/F07/Waterbuck","2016 10 16 23 07 09.JPG","05:11:29","17:43:55",23.1191666666667,5.19138888888889,17.7319444444444,"Night",10,"Dry"
"15360",10991,"F07","Waterbuck","10/16/16 23:07:00","10/16/16","23:07:09",103069,1718,28.6,1.2,"Merged_no_ghost/F07/Waterbuck","2016 10 16 23 07 10.JPG","05:11:29","17:43:55",23.1191666666667,5.19138888888889,17.7319444444444,"Night",10,"Dry"
"15361",10704,"F07","Impala","10/17/16 01:09:00","10/17/16","01:09:28",47925,799,13.3,0.6,"Merged_no_ghost/F07/Impala","2016 10 17 01 09 28.JPG","05:10:45","17:44:13",1.15777777777778,5.17916666666667,17.7369444444444,"Night",10,"Dry"
"15362",10636,"F07","Bushpig","10/17/16 02:34:00","10/17/16","02:34:30",283065,4718,78.6,3.3,"Merged_no_ghost/F07/Bushpig","2016 10 17 02 34 30.JPG","05:10:45","17:44:13",2.575,5.17916666666667,17.7369444444444,"Night",10,"Dry"
"15364",11037,"F07","Wildebeest","10/18/16 23:50:00","10/18/16","23:50:47",359756,5996,99.9,4.2,"Merged_no_ghost/F07/Wildebeest","2016 10 18 23 50 47.JPG","05:10:02","17:44:33",23.8463888888889,5.16722222222222,17.7425,"Night",10,"Dry"
"15365",10785,"F07","Oribi","10/19/16 00:12:00","10/19/16","00:12:01",272069,4534,75.6,3.1,"Merged_no_ghost/F07/Oribi","2016 10 19 00 12 01.JPG","05:09:20","17:44:53",0.200277777777778,5.15555555555556,17.7480555555556,"Night",10,"Dry"
"15366",10786,"F07","Oribi","10/19/16 00:12:00","10/19/16","00:12:01",272069,4534,75.6,3.1,"Merged_no_ghost/F07/Oribi","2016 10 19 00 12 02.JPG","05:09:20","17:44:53",0.200277777777778,5.15555555555556,17.7480555555556,"Night",10,"Dry"
"15367",10625,"F07","Bushbuck","10/19/16 03:41:00","10/19/16","03:41:56",230404,3840,64,2.7,"Merged_no_ghost/F07/Bushbuck","2016 10 19 03 41 56.JPG","05:09:20","17:44:53",3.69888888888889,5.15555555555556,17.7480555555556,"Night",10,"Dry"
"15368",10626,"F07","Bushbuck","10/19/16 03:41:00","10/19/16","03:41:56",230404,3840,64,2.7,"Merged_no_ghost/F07/Bushbuck","2016 10 19 03 41 57.JPG","05:09:20","17:44:53",3.69888888888889,5.15555555555556,17.7480555555556,"Night",10,"Dry"
"15378",10994,"F07","Waterbuck","10/19/16 22:39:00","10/19/16","22:39:57",56646,944,15.7,0.7,"Merged_no_ghost/F07/Waterbuck","2016 10 19 22 39 57.JPG","05:09:20","17:44:53",22.6658333333333,5.15555555555556,17.7480555555556,"Night",10,"Dry"
"15387",10627,"F07","Bushbuck","10/22/16 03:15:00","10/22/16","03:15:39",257623,4294,71.6,3,"Merged_no_ghost/F07/Bushbuck","2016 10 22 03 15 39.JPG","05:07:18","17:45:55",3.26083333333333,5.12166666666667,17.7652777777778,"Night",10,"Dry"
"15401",10894,"F07","Warthog","10/23/16 18:12:00","10/23/16","18:12:38",32170,536,8.9,0.4,"Merged_no_ghost/F07/Warthog","2016 10 23 18 12 38.JPG","05:06:39","17:46:17",18.2105555555556,5.11083333333333,17.7713888888889,"Night",10,"Dry"
"15420",10628,"F07","Bushbuck","10/28/16 03:27:00","10/28/16","03:27:17",519097,8652,144.2,6,"Merged_no_ghost/F07/Bushbuck","2016 10 28 03 27 17.JPG","05:03:38","17:48:15",3.45472222222222,5.06055555555556,17.8041666666667,"Night",10,"Dry"
"15422",11009,"F07","Waterbuck","10/28/16 18:47:00","10/28/16","18:47:21",28657,478,8,0.3,"Merged_no_ghost/F07/Waterbuck","2016 10 28 18 47 21.JPG","05:03:38","17:48:15",18.7891666666667,5.06055555555556,17.8041666666667,"Night",10,"Dry"
"15423",10637,"F07","Bushpig","10/29/16 02:27:00","10/29/16","02:27:43",1036316,17272,287.9,12,"Merged_no_ghost/F07/Bushpig","2016 10 29 02 27 43.JPG","05:03:05","17:48:41",2.46194444444444,5.05138888888889,17.8113888888889,"Night",10,"Dry"
"15430",11038,"F07","Wildebeest","10/30/16 03:30:00","10/30/16","03:30:07",963559,16059,267.6,11.2,"Merged_no_ghost/F07/Wildebeest","2016 10 30 03 30 07.JPG","05:02:33","17:49:07",3.50194444444444,5.0425,17.8186111111111,"Night",10,"Dry"
"15431",11039,"F07","Wildebeest","10/30/16 03:30:00","10/30/16","03:30:07",963559,16059,267.6,11.2,"Merged_no_ghost/F07/Wildebeest","2016 10 30 03 30 08.JPG","05:02:33","17:49:07",3.50194444444444,5.0425,17.8186111111111,"Night",10,"Dry"
"15438",11013,"F07","Waterbuck","10/31/16 18:30:00","10/31/16","18:30:41",7842,131,2.2,0.1,"Merged_no_ghost/F07/Waterbuck","2016 10 31 18 30 41.JPG","05:02:02","17:49:33",18.5113888888889,5.03388888888889,17.8258333333333,"Night",10,"Dry"
"16114",11049,"F09","Honey_badger","9/9/16 03:31:00","9/9/16","03:31:44",0,0,0,0,"Merged_no_ghost/F09/Honey_badger","2016 09 09 03 31 44.JPG","05:42:54","17:36:00",3.52888888888889,5.715,17.6,"Night",9,"Dry"
"16115",11040,"F09","Baboon","9/18/16 05:17:00","9/18/16","05:17:29",0,0,0,0,"Merged_no_ghost/F09/Baboon","2016 09 18 05 17 29.JPG","05:34:58","17:37:33",5.29138888888889,5.58277777777778,17.6258333333333,"Night",9,"Dry"
"16116",11042,"F09","Civet","9/22/16 00:50:00","9/22/16","00:50:16",0,0,0,0,"Merged_no_ghost/F09/Civet","2016 09 22 00 50 16.JPG","05:31:25","17:38:16",0.837777777777778,5.52361111111111,17.6377777777778,"Night",9,"Dry"
"16117",11067,"F09","Waterbuck","9/24/16 20:01:00","9/24/16","20:01:52",0,0,0,0,"Merged_no_ghost/F09/Waterbuck","2016 09 24 20 01 52.JPG","05:29:38","17:38:38",20.0311111111111,5.49388888888889,17.6438888888889,"Night",9,"Dry"
"16119",11044,"F09","Genet","10/8/16 01:13:00","10/8/16","01:13:54",0,0,0,0,"Merged_no_ghost/F09/Genet","2016 10 08 01 13 54.JPG","05:17:40","17:41:40",1.23166666666667,5.29444444444444,17.6944444444444,"Night",10,"Dry"
"16121",11054,"F09","Porcupine","10/25/16 21:52:00","10/25/16","21:52:33",0,0,0,0,"Merged_no_ghost/F09/Porcupine","2016 10 25 21 52 33.JPG","05:05:24","17:47:03",21.8758333333333,5.09,17.7841666666667,"Night",10,"Dry"
"16122",11045,"F09","Genet","10/26/16 19:59:00","10/26/16","19:59:12",1622717,27045,450.8,18.8,"Merged_no_ghost/F09/Genet","2016 10 26 19 59 12.JPG","05:04:48","17:47:27",19.9866666666667,5.08,17.7908333333333,"Night",10,"Dry"
"16123",11046,"F09","Genet","10/26/16 19:59:00","10/26/16","19:59:12",1622717,27045,450.8,18.8,"Merged_no_ghost/F09/Genet","2016 10 26 19 59 13.JPG","05:04:48","17:47:27",19.9866666666667,5.08,17.7908333333333,"Night",10,"Dry"
