"","SppCode1.x","SppCode2","Direction_dry","SIF_dry","sd_dry","CI_lower_dry","CI_upper_dry","SIF.dry.ln","Direction_wet4","SIF_wet4","sd_wet4","CI_lower_wet4","CI_upper_wet4","SIF.wet4.ln","Direction","SIF_wet3","sd_wet3","CI_lower_wet3","CI_upper_wet3","SIF.wet3.ln","SppCode.x","GenusLatin.x","SpeciesLatin.x","CommName.x","Diet.x","Weight.x","Sociality.x","Family.x","Order.x","Activity_pattern.x","Sociality.1.x","Mass_category.x","Trophic_level.x","SppCode.y","GenusLatin.y","SpeciesLatin.y","CommName.y","Diet.y","Weight.y","Sociality.y","Family.y","Order.y","Activity_pattern.y","Sociality.1.y","Mass_category.y","Trophic_level.y","activity.match","sociality.match","masscategory.match","trophiclevel.match","order.match","family.match","activity.combined","sociality.combined","masscategory.combined","trophiclevel.combined","order.combined","family.combined","higher.season","season.diff"
"514","LESE","LEMI","None",1.499905653,0.395596583,0.766593466,2.328365641,0.405402208130002,"Positive",3.379781607,1.396363132,1.074101515,6.627583368,1.21781109409379,"None",3.531800292,2.09894413,0.658298876,8.607874321,1.26180773867427,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","same","different","different","different","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","-999_1","Carnivora_Lagomorpha","Felidae_Leporidae","wet","NS"
"515","LOAF","LEMI","None",0.94514244,0.090078812,0.755489212,1.114298334,-0.0564196326883131,"None",1.016674718,0.085724561,0.821145326,1.177001459,0.016537221264115,"None",1.002606133,0.133467473,0.687732918,1.241407469,0.0026027429241082,"LOAF","Loxodonta","africana","Elephant","Herbivore",3824539.93,"group","Elephantidae","Proboscidea","diurnal","group","Very_large",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","different","different","different","different","different","diurnal_nocturnal","group_solitary","Small_Very_large","-999_1","Lagomorpha_Proboscidea","Elephantidae_Leporidae","wet","NS"
"516","MATE","LEMI","None",1.299836427,0.508967512,0.419182705,2.390521871,0.262238431166198,"None",1.265633578,0.992350467,0.055238701,3.752305604,0.235572848968811,"None",2.646762078,2.024316092,0.118694288,7.560129593,0.973337035563329,"MATE","Manis","temminckii","Pangolin","Carnivore",11943.74,"solitary","Manidae","Pholidota","crepuscular","group","Medium",2,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","same","different","different","different","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","-999_2","Lagomorpha_Pholidota","Leporidae_Manidae","dry","NS"
"517","MECA","LEMI","None",1.010729374,0.193825116,0.63680069,1.400067362,0.0106722227017842,"None",1.715567751,0.429920474,0.959551953,2.664633533,0.539744075978667,"None",0.862019386,0.720274846,0.027983721,2.650652604,-0.148477519012165,"MECA","Mellivora","capensis","Honey_badger","Omnivore",8999.99,"solitary","Mustelidae","Carnivora","crepuscular","solitary","Medium",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","same","different","different","different","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","-999_1","Carnivora_Lagomorpha","Leporidae_Mustelidae","wet","NS"
"518","MUMU","LEMI","None",1.327987584,0.299239063,0.779671936,1.954034003,0.283664701612946,"None",1.975202994,0.86569071,0.570188976,3.937239556,0.680671174843553,"None",2.204143903,1.217328614,0.418435315,5.096662304,0.790339180901542,"MUMU","Mungos","mungo","Mongoose_banded","Carnivore",1260,"group","Herpestidae","Carnivora","diurnal","solitary","Small",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","different","same","different","different","different","diurnal_nocturnal","group_solitary","Small_Small","-999_1","Carnivora_Lagomorpha","Herpestidae_Leporidae","wet","NS"
"519","ORAF","LEMI","None",1.114774324,0.281440782,0.592158209,1.695858195,0.108651984426438,"Positive",2.68630735,0.88253297,1.257020123,4.72983263,0.988167518211554,"None",2.59417549,1.239702834,0.788748339,5.55697716,0.95326873588042,"ORAF","Orycteropus","afer","Aardvark","Carnivore",56175.2,"solitary","Orycteropodidae","Tubulidentata","nocturnal","solitary","Large",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"same","same","different","different","different","different","nocturnal_nocturnal","solitary_solitary","Large_Small","-999_1","Lagomorpha_Tubulidentata","Leporidae_Orycteropodidae","wet","NS"
"520","OTCR","LEMI","None",1.255029992,0.3454239,0.615146958,1.973198179,0.227159470306163,"None",0.927815278,0.732554289,0.0341791,2.732277576,-0.0749226198890997,"None",2.657673787,2.030328843,0.119609066,7.552137417,0.977451224015849,"OTCR","Otolemur","crassicaudatus","Bushbaby","Omnivore",1206.61,"group","Galagidae","Primates","nocturnal","group","Small",-999,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"same","different","same","same","different","different","nocturnal_nocturnal","group_solitary","Small_Small","-999_-999","Lagomorpha_Primates","Galagidae_Leporidae","dry","NS"
"521","OUOU","LEMI","None",1.060360993,0.09658136,0.866281925,1.252760143,0.0586094095807367,"None",1.189698928,0.115692606,0.947584183,1.420620342,0.173700273432441,"Positive",1.663885131,0.340769986,1.026172702,2.400089628,0.509155308165247,"OUOU","Ourebia","ourebi","Oribi","Herbivore",17186.09,"pair","Bovidae","Artiodactyla","diurnal","pair","Medium",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","different","different","different","different","different","diurnal_nocturnal","pair_solitary","Medium_Small","-999_1","Artiodactyla_Lagomorpha","Bovidae_Leporidae","wet","NS"
"522","PACY","LEMI","None",0.99352691,0.019779604,0.942053556,1.025225276,-0.00649413129770015,"None",0.976921293,0.051184832,0.841240123,1.047669413,-0.0233491900616506,"None",0.969139206,0.162160032,0.592961208,1.234100449,-0.0313470179666759,"PACY","Papio","cynocephalus","Baboon","Omnivore",15822.15,"group","Cercopithecidae","Primates","diurnal","group","Medium",-999,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","different","different","same","different","different","diurnal_nocturnal","group_solitary","Medium_Small","-999_-999","Lagomorpha_Primates","Cercopithecidae_Leporidae","dry","NS"
"523","PALE","LEMI","None",1.171875216,0.479309389,0.341757939,2.178964311,0.158605214496622,"None",2.758406266,1.154700451,0.950371224,5.421246448,1.01465307309139,"None",2.273428489,1.429780256,0.435668026,5.769701964,0.821289039642646,"PALE","Panthera","leo","Lion","Carnivore",158623.93,"group","Felidae","Carnivora","nocturnal","group","Very_large",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"same","different","different","different","different","different","nocturnal_nocturnal","group_solitary","Small_Very_large","-999_1","Carnivora_Lagomorpha","Felidae_Leporidae","wet","NS"
"524","PHAF","LEMI","None",0.996989061,0.029679521,0.925477108,1.051479279,-0.00301548099623792,"None",0.973453125,0.066176041,0.805173706,1.07103696,-0.0269056063307202,"None",0.925591221,0.127956089,0.612683191,1.115331341,-0.0773225878062497,"PHAF","Phacochoerus","africanus","Warthog","Herbivore",82499.99,"group","Suidae","Artiodactyla","diurnal","group","Large",-999,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","different","different","same","different","different","diurnal_nocturnal","group_solitary","Large_Small","-999_-999","Artiodactyla_Lagomorpha","Leporidae_Suidae","dry","NS"
"525","POLA","LEMI","None",1.043484469,0.0812635,0.878192848,1.20533311,0.0425655638594313,"None",1.16050804,0.169968623,0.802111406,1.488586343,0.148857874756611,"None",1.104007588,0.171087952,0.727256206,1.429578851,0.0989468210196891,"POLA","Potamochoerus","larvatus","Bushpig","Omnivore",69063.79,"group","Suidae","Artiodactyla","nocturnal","group","Large",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"same","different","different","different","different","different","nocturnal_nocturnal","group_solitary","Large_Small","-999_1","Artiodactyla_Lagomorpha","Leporidae_Suidae","wet","NS"
"526","RERE","LEMI","None",1.219865244,0.189124497,0.862621487,1.613739114,0.198740396906776,"None",1.36862509,0.204479713,0.971062741,1.790456882,0.31380665197088,"None",1.270001669,0.384294638,0.54384422,2.061044198,0.239018214642865,"RERE","Redunca","redunca","Reedbuck","Herbivore",43288.95,"group","Bovidae","Artiodactyla","crepuscular","group","Large",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","different","different","different","different","different","crepuscular_nocturnal","group_solitary","Large_Small","-999_1","Artiodactyla_Lagomorpha","Bovidae_Leporidae","wet","NS"
"527","SYCA","LEMI","None",1.480767302,0.358456101,0.817164845,2.234569133,0.392560400725954,"None",1.230647091,0.322255119,0.608029148,1.887749505,0.207540121291273,"None",1.019466613,0.353199031,0.352325494,1.765342023,0.0192795620900507,"SYCA","Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","different","different","different","different","different","crepuscular_nocturnal","group_solitary","Small_Very_large","-999_1","Artiodactyla_Lagomorpha","Bovidae_Leporidae","dry","NS"
"528","SYGR","LEMI","None",1.480600299,0.329595772,0.872356762,2.176026364,0.392447612971998,"None",0.813560149,0.599470486,0.035251273,2.312798524,-0.206335416519179,"None",1.433317966,1.202680561,0.065263579,4.490800285,0.359992012578584,"SYGR","Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","same","different","different","different","different","crepuscular_nocturnal","solitary_solitary","Medium_Small","-999_1","Artiodactyla_Lagomorpha","Bovidae_Leporidae","dry","NS"
"529","TAOR","LEMI","Positive",2.258708459,0.587697514,1.102019254,3.479148458,0.814793171609637,"None",1.477252904,1.118041732,0.057495115,4.116407008,0.390184217056573,"None",1.732387523,1.383625278,0.067760574,5.13575794,0.549500528185089,"TAOR","Taurotragus","oryx","Eland","Herbivore",562592.69,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","different","different","different","different","different","crepuscular_nocturnal","group_solitary","Small_Very_large","-999_1","Artiodactyla_Lagomorpha","Bovidae_Leporidae","dry","NS"
"530","TRAN","LEMI","None",1.013050318,0.13797012,0.739849972,1.285627109,0.0129658962935324,"Negative",0.499881598,0.222696869,0.13017577,0.976914925,-0.69338401260244,"None",0.620917537,0.332789961,0.100383328,1.351218805,-0.476556996526344,"TRAN","Tragelaphus","angasii","Nyala","Herbivore",87616.76,"group","Bovidae","Artiodactyla","crepuscular","group","Large",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","different","different","different","different","different","crepuscular_nocturnal","group_solitary","Large_Small","-999_1","Artiodactyla_Lagomorpha","Bovidae_Leporidae","dry","NS"
"531","TRST","LEMI","None",1.210730943,0.122929404,0.980270146,1.469355014,0.191224262346646,"None",0.653495594,0.287934432,0.172185892,1.270591216,-0.425419488098202,"None",0.712490186,0.378072677,0.118958419,1.539021414,-0.338989140969282,"TRST","Tragelaphus","strepsiceros","Kudu","Herbivore",206056.41,"group","Bovidae","Artiodactyla","diurnal","solitary","Very_large",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","different","different","different","different","different","diurnal_nocturnal","group_solitary","Small_Very_large","-999_1","Artiodactyla_Lagomorpha","Bovidae_Leporidae","dry","NS"
"532","TRSY","LEMI","None",0.996993153,0.02936933,0.926597428,1.051026957,-0.00301137664668922,"None",0.978662608,0.065719655,0.811855648,1.077764119,-0.0215683250634045,"None",0.969602361,0.143439848,0.627244803,1.199529548,-0.0308692286452993,"TRSY","Tragelaphus","sylvaticus","Bushbuck","Herbivore",43250.39,"solitary","Bovidae","Artiodactyla","crepuscular","group","Large",1,"LEMI","Lepus","microtis","Hare","Herbivore",1763.61,"solitary","Leporidae","Lagomorpha","nocturnal","solitary","Small",-999,"different","same","different","different","different","different","crepuscular_nocturnal","solitary_solitary","Large_Small","-999_1","Artiodactyla_Lagomorpha","Bovidae_Leporidae","dry","NS"
"533","LOAF","LESE","None",0.928986696,0.147401182,0.606517211,1.184624697,-0.0736608610458688,"None",0.931601961,0.161887998,0.488770976,1.141724373,-0.0708496359934881,"None",0.885157773,0.226357983,0.301831307,1.194838059,-0.12198937528696,"LOAF","Loxodonta","africana","Elephant","Herbivore",3824539.93,"group","Elephantidae","Proboscidea","diurnal","group","Very_large",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"different","different","different","same","different","different","crepuscular_diurnal","group_solitary","Medium_Very_large","1_1","Carnivora_Proboscidea","Elephantidae_Felidae","wet","NS"
"534","MATE","LESE","None",0.864027723,0.682852326,0.032601973,2.572817356,-0.146150423887296,"None",2.107530851,2.54269559,0.082607739,8.929333388,0.745517049458141,"None",6.636397643,10.05931301,0.127778669,30.0576601,1.89256929262456,"MATE","Manis","temminckii","Pangolin","Carnivore",11943.74,"solitary","Manidae","Pholidota","crepuscular","group","Medium",2,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"same","same","same","different","different","different","crepuscular_crepuscular","solitary_solitary","Medium_Medium","1_2","Carnivora_Pholidota","Felidae_Manidae","wet","NS"
"535","MECA","LESE","None",1.068127317,0.314630559,0.476918905,1.699439299,0.0659069441071327,"None",1.247000084,0.544413059,0.300415675,2.441575392,0.220740734059565,"None",1.71871932,1.557360618,0.065414663,5.709203807,0.54157943209161,"MECA","Mellivora","capensis","Honey_badger","Omnivore",8999.99,"solitary","Mustelidae","Carnivora","crepuscular","solitary","Medium",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"same","same","same","same","same","different","crepuscular_crepuscular","solitary_solitary","Medium_Medium","1_1","Carnivora_Carnivora","Felidae_Mustelidae","wet","NS"
"536","MUMU","LESE","None",1.65090743,0.508309085,0.76399913,2.759074598,0.501325094317002,"None",3.063152854,2.058979238,0.462977405,8.118650127,1.11944472996822,"None",1.893838009,1.822434741,0.068291923,6.607855219,0.638605462595027,"MUMU","Mungos","mungo","Mongoose_banded","Carnivore",1260,"group","Herpestidae","Carnivora","diurnal","solitary","Small",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"different","different","different","same","same","different","crepuscular_diurnal","group_solitary","Medium_Small","1_1","Carnivora_Carnivora","Felidae_Herpestidae","wet","NS"
"537","ORAF","LESE","None",1.313477762,0.473713226,0.486806742,2.322329545,0.272678399661348,"Positive",3.911889532,1.895562253,1.069542857,8.422699978,1.36402051353256,"None",3.053791239,2.201332244,0.509610834,8.559378572,1.11638384787849,"ORAF","Orycteropus","afer","Aardvark","Carnivore",56175.2,"solitary","Orycteropodidae","Tubulidentata","nocturnal","solitary","Large",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"different","same","different","same","different","different","crepuscular_nocturnal","solitary_solitary","Large_Medium","1_1","Carnivora_Tubulidentata","Felidae_Orycteropodidae","wet","NS"
"538","OTCR","LESE","None",1.326804906,0.578305223,0.366580353,2.59327834,0.282773725702254,"None",1.651046381,1.580206754,0.068886463,5.812986133,0.501409257214508,"None",6.779845051,9.979773013,0.136099956,30.15179979,1.91395424785634,"OTCR","Otolemur","crassicaudatus","Bushbaby","Omnivore",1206.61,"group","Galagidae","Primates","nocturnal","group","Small",-999,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"different","different","different","different","different","different","crepuscular_nocturnal","group_solitary","Medium_Small","-999_1","Carnivora_Primates","Felidae_Galagidae","wet","NS"
"539","OUOU","LESE","None",1.103910738,0.146915873,0.783336939,1.37208908,0.0988590913252329,"None",1.030768822,0.206731042,0.521807653,1.351989656,0.0303049529280861,"None",1.227890138,0.468949555,0.321370165,2.140081122,0.205297361553412,"OUOU","Ourebia","ourebi","Oribi","Herbivore",17186.09,"pair","Bovidae","Artiodactyla","diurnal","pair","Medium",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"different","different","same","same","different","different","crepuscular_diurnal","pair_solitary","Medium_Medium","1_1","Artiodactyla_Carnivora","Bovidae_Felidae","dry","NS"
"540","PACY","LESE","None",0.979697134,0.037444054,0.873952092,1.020215376,-0.0205118020211414,"None",0.933177233,0.119356945,0.581394346,1.044245814,-0.069160135831995,"None",0.84210037,0.2598166,0.226470872,1.202238018,-0.171856067568541,"PACY","Papio","cynocephalus","Baboon","Omnivore",15822.15,"group","Cercopithecidae","Primates","diurnal","group","Medium",-999,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"different","different","same","different","different","different","crepuscular_diurnal","group_solitary","Medium_Medium","-999_1","Carnivora_Primates","Cercopithecidae_Felidae","dry","NS"
"541","PALE","LESE","None",2.423861122,1.0275217,0.724629272,4.749141448,0.885361773661476,"None",2.133396528,1.678462327,0.417504316,6.572041165,0.757715323758779,"None",5.037227144,5.162138566,0.581683405,17.83072836,1.61685576084305,"PALE","Panthera","leo","Lion","Carnivore",158623.93,"group","Felidae","Carnivora","nocturnal","group","Very_large",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"different","different","different","same","same","same","crepuscular_nocturnal","group_solitary","Medium_Very_large","1_1","Carnivora_Carnivora","Felidae_Felidae","dry","NS"
"542","PHAF","LESE","None",0.966735701,0.05603647,0.818131132,1.039853104,-0.0338301393980126,"None",0.916982105,0.142851932,0.508465827,1.064755864,-0.0866673216380062,"None",0.819949639,0.235022797,0.240013,1.104681324,-0.198512356463528,"PHAF","Phacochoerus","africanus","Warthog","Herbivore",82499.99,"group","Suidae","Artiodactyla","diurnal","group","Large",-999,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"different","different","different","different","different","different","crepuscular_diurnal","group_solitary","Large_Medium","-999_1","Artiodactyla_Carnivora","Felidae_Suidae","dry","NS"
"543","POLA","LESE","None",1.037277774,0.12694985,0.752054116,1.25969259,0.0365997564450224,"None",1.009081484,0.256500137,0.417351882,1.442653446,0.00904049529611795,"None",0.922921011,0.26994226,0.281156342,1.34773293,-0.0802116266895501,"POLA","Potamochoerus","larvatus","Bushpig","Omnivore",69063.79,"group","Suidae","Artiodactyla","nocturnal","group","Large",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"different","different","different","same","different","different","crepuscular_nocturnal","group_solitary","Large_Medium","1_1","Artiodactyla_Carnivora","Felidae_Suidae","dry","NS"
"544","RERE","LESE","None",1.3734954,0.299205216,0.796841021,1.979508006,0.317358877439465,"None",0.891799214,0.337644152,0.21295921,1.509799684,-0.114514268152684,"None",0.762089959,0.494542296,0.035715516,1.831539037,-0.271690673833157,"RERE","Redunca","redunca","Reedbuck","Herbivore",43288.95,"group","Bovidae","Artiodactyla","crepuscular","group","Large",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"same","different","different","same","different","different","crepuscular_crepuscular","group_solitary","Large_Medium","1_1","Artiodactyla_Carnivora","Bovidae_Felidae","dry","NS"
"545","SYCA","LESE","None",1.769278886,0.640121028,0.665441843,3.166324478,0.570572054532579,"None",0.762370931,0.464028628,0.038970252,1.718796021,-0.271322055648165,"None",0.814581134,0.449129057,0.049595148,1.735116152,-0.205081243869065,"SYCA","Syncerus","caffer","Buffalo","Herbivore",592665.98,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"same","different","different","same","different","different","crepuscular_crepuscular","group_solitary","Medium_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Felidae","dry","NS"
"546","SYGR","LESE","None",0.750799851,0.434266997,0.114067589,1.747425411,-0.286616172724784,"None",1.242196878,1.100544255,0.069013324,4.218045695,0.216881487857022,"None",2.394845157,3.197124552,0.080362013,10.57231753,0.873318576163205,"SYGR","Sylvicapra","grimmia","Duiker_common","Herbivore",15639.15,"solitary","Bovidae","Artiodactyla","crepuscular","solitary","Medium",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"same","same","same","same","different","different","crepuscular_crepuscular","solitary_solitary","Medium_Medium","1_1","Artiodactyla_Carnivora","Bovidae_Felidae","wet","NS"
"547","TAOR","LESE","Positive",3.19653127,1.331934484,1.029720032,6.260915281,1.16206624375149,"None",2.675357117,3.144647407,0.077439139,10.85865968,0.984082873119656,"None",3.300221683,4.0640896,0.095468903,13.66671315,1.19398964288285,"TAOR","Taurotragus","oryx","Eland","Herbivore",562592.69,"group","Bovidae","Artiodactyla","crepuscular","group","Very_large",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"same","different","different","same","different","different","crepuscular_crepuscular","group_solitary","Medium_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Felidae","dry","NS"
"548","TRAN","LESE","None",0.898381564,0.222667578,0.461024264,1.326416914,-0.107160396694552,"None",0.52377942,0.366737268,0.020662495,1.317240857,-0.646684637485659,"None",0.762462029,0.501402763,0.03483497,1.855963736,-0.27120256977332,"TRAN","Tragelaphus","angasii","Nyala","Herbivore",87616.76,"group","Bovidae","Artiodactyla","crepuscular","group","Large",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"same","different","different","same","different","different","crepuscular_crepuscular","group_solitary","Large_Medium","1_1","Artiodactyla_Carnivora","Bovidae_Felidae","dry","NS"
"549","TRST","LESE","None",0.712461352,0.204333236,0.317275406,1.104441603,-0.339029611117543,"None",0.646037211,0.453271043,0.02668747,1.674484346,-0.436898174691294,"None",0.85813478,0.568216641,0.040473116,2.11400148,-0.152994105583841,"TRST","Tragelaphus","strepsiceros","Kudu","Herbivore",206056.41,"group","Bovidae","Artiodactyla","diurnal","solitary","Very_large",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"different","different","different","same","different","different","crepuscular_diurnal","group_solitary","Medium_Very_large","1_1","Artiodactyla_Carnivora","Bovidae_Felidae","dry","NS"
"550","TRSY","LESE","None",0.966729165,0.0558765,0.81782319,1.038931737,-0.0338369003173496,"None",0.917361247,0.141923678,0.515682554,1.067719549,-0.0862539399175276,"None",0.851332101,0.244551964,0.249443009,1.174013761,-0.160952978592091,"TRSY","Tragelaphus","sylvaticus","Bushbuck","Herbivore",43250.39,"solitary","Bovidae","Artiodactyla","crepuscular","group","Large",1,"LESE","Leptailurus","serval","Serval","Carnivore",11999.96,"solitary","Felidae","Carnivora","crepuscular","solitary","Medium",1,"same","same","different","same","different","different","crepuscular_crepuscular","solitary_solitary","Large_Medium","1_1","Artiodactyla_Carnivora","Bovidae_Felidae","dry","NS"
"551","MATE","LOAF","None",0.89728897,0.206290883,0.427488045,1.22771948,-0.108377317186532,"None",0.844716749,0.241204353,0.246740175,1.148709861,-0.168753916103842,"None",0.590360033,0.339861333,0.030138028,1.167499165,-0.527022702770467,"MATE","Manis","temminckii","Pangolin","Carnivore",11943.74,"solitary","Manidae","Pholidota","crepuscular","group","Medium",2,"LOAF","Loxodonta","africana","Elephant","Herbivore",3824539.93,"group","Elephantidae","Proboscidea","diurnal","group","Very_large",1,"different","different","different","different","different","different","crepuscular_diurnal","group_solitary","Medium_Very_large","1_2","Pholidota_Proboscidea","Elephantidae_Manidae","dry","NS"
"552","MECA","LOAF","None",1.12313155,0.07976451,0.97531394,1.29341138,0.116120810480807,"None",1.035968845,0.074411085,0.882711427,1.187159773,0.0353370709912854,"None",0.982317765,0.172089303,0.580819751,1.272148635,-0.0178404333584637,"MECA","Mellivora","capensis","Honey_badger","Omnivore",8999.99,"solitary","Mustelidae","Carnivora","crepuscular","solitary","Medium",1,"LOAF","Loxodonta","africana","Elephant","Herbivore",3824539.93,"group","Elephantidae","Proboscidea","diurnal","group","Very_large",1,"different","different","different","same","different","different","crepuscular_diurnal","group_solitary","Medium_Very_large","1_1","Carnivora_Proboscidea","Elephantidae_Mustelidae","dry","NS"
"553","MUMU","LOAF","None",1.045787998,0.107604004,0.819566661,1.252118369,0.0447706663243217,"None",0.96287089,0.14226253,0.619006104,1.185618221,-0.0378359467849482,"None",0.946032288,0.191965676,0.49359985,1.256456476,-0.0554785794344866,"MUMU","Mungos","mungo","Mongoose_banded","Carnivore",1260,"group","Herpestidae","Carnivora","diurnal","solitary","Small",1,"LOAF","Loxodonta","africana","Elephant","Herbivore",3824539.93,"group","Elephantidae","Proboscidea","diurnal","group","Very_large",1,"same","same","different","same","different","different","diurnal_diurnal","group_group","Small_Very_large","1_1","Carnivora_Proboscidea","Elephantidae_Herpestidae","dry","NS"
"554","ORAF","LOAF","None",1.053480324,0.108723253,0.825614708,1.260315634,0.0520992772960463,"None",1.002406713,0.116254143,0.728979612,1.199305777,0.00240382150467154,"None",1.000024286,0.156409003,0.626833367,1.269197899,2.42857050998056e-05,"ORAF","Orycteropus","afer","Aardvark","Carnivore",56175.2,"solitary","Orycteropodidae","Tubulidentata","nocturnal","solitary","Large",1,"LOAF","Loxodonta","africana","Elephant","Herbivore",3824539.93,"group","Elephantidae","Proboscidea","diurnal","group","Very_large",1,"different","different","different","same","different","different","diurnal_nocturnal","group_solitary","Large_Very_large","1_1","Proboscidea_Tubulidentata","Elephantidae_Orycteropodidae","dry","NS"
