"StudySite","AEME","ALBU","ATPA","BDCR","CEAL","CENA","CHPY","CICI","COTA","GASA","GEGE","HEIC","HEPA","HIAM","HINI","HYAF","ICAL","KOEL","LEMI","LESE","LOAF","MATE","MECA","MUMU","ORAF","OTCR","OUOU","PACY","PALE","PHAF","POLA","RERE","SYCA","SYGR","TAOR","TRAN","TRST","TRSY"
"F05",9,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,18,0,0,0,0,0,0,1,0,6,9,0,15,1,0,0,0,0,13,0,7
"F07",35,4,0,0,0,0,0,6,5,0,3,0,0,0,4,4,1,46,1,0,4,0,1,0,0,1,19,53,0,32,8,6,0,1,0,20,10,23
"F09",1,0,0,0,0,0,0,1,1,0,4,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,2,0,9,0,2,0,0,0,0,3,2
"F11",5,0,1,0,0,0,0,2,1,0,6,0,0,0,8,2,0,13,0,0,7,0,0,0,1,0,8,31,0,15,1,1,0,0,0,1,8,15
"G02",26,0,0,0,9,0,2,14,0,0,13,0,0,0,0,0,0,40,0,0,2,0,0,0,0,0,31,42,0,29,0,0,0,0,0,1,3,26
"G04",24,0,5,0,0,0,24,4,0,0,0,0,0,0,0,0,2,18,0,0,0,0,1,0,3,0,17,52,0,23,2,3,0,0,0,1,0,8
"G06",14,0,0,2,0,0,2,3,0,11,18,0,8,0,0,0,1,13,0,0,2,0,1,2,3,0,3,59,0,19,37,0,0,0,0,18,2,20
"G08",0,0,7,1,0,0,0,5,0,0,3,0,0,0,0,0,1,30,0,0,3,1,0,0,1,0,3,38,0,8,2,0,0,0,0,1,2,20
"G10",1,0,0,3,0,21,1,2,0,0,7,0,0,0,1,1,2,2,0,0,2,0,0,0,0,0,3,15,0,3,3,0,0,0,0,16,2,14
"G12",5,0,2,0,1,4,0,7,0,3,11,0,0,0,2,4,1,3,0,0,7,0,0,1,0,0,0,37,0,8,4,0,0,0,0,5,0,9
"H03",35,0,0,0,0,0,3,16,0,0,3,0,0,0,0,0,0,45,0,0,4,0,0,0,0,0,13,31,0,54,0,2,0,0,0,0,1,4
"H05",64,0,1,0,0,0,12,3,0,0,0,0,0,0,0,0,0,58,0,0,3,0,0,0,0,0,8,75,0,31,2,1,0,0,0,0,4,8
"H07",7,0,1,0,0,0,0,13,0,1,16,1,0,0,0,1,3,45,1,0,7,1,2,0,0,0,7,28,0,54,5,3,0,0,0,11,2,29
"H09",1,0,1,0,0,0,0,0,0,1,19,0,0,0,1,5,0,16,0,0,9,0,0,0,0,0,5,30,0,9,2,1,0,0,0,3,1,16
"H11",0,0,0,0,0,0,1,2,0,0,29,0,0,0,0,4,0,0,0,0,5,0,0,1,0,0,2,45,0,9,3,0,0,0,0,2,2,16
"H13",3,0,2,4,0,1,0,1,0,0,5,0,1,0,0,1,0,2,0,0,3,0,0,0,0,1,0,28,0,3,0,0,0,0,0,0,2,4
"I04",22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,0,79,4,0,19,0,3,0,1,0,35,30,1,67,9,12,0,0,0,0,0,40
"I06",21,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,20,1,0,3,0,0,0,0,0,12,16,0,10,0,0,0,0,1,1,0,3
"I08",8,0,1,0,0,0,3,6,0,1,40,0,0,0,2,13,0,40,0,0,7,0,5,0,2,0,9,40,0,41,5,0,0,0,0,12,5,18
"I10",2,0,0,1,0,0,2,1,3,0,1,0,0,0,0,2,0,5,1,0,4,0,1,1,0,0,12,28,0,11,0,0,0,0,0,8,5,19
"I12",3,0,0,0,0,0,5,8,0,0,11,0,0,0,1,0,2,2,1,1,5,0,1,0,0,1,6,37,0,7,1,0,1,0,0,0,1,19
"I14",0,0,9,0,0,0,9,8,0,1,55,0,0,0,0,0,0,5,0,0,2,0,1,1,0,0,9,24,0,12,2,0,0,0,0,0,0,19
"J03",9,0,2,0,0,0,0,8,0,0,7,0,0,0,0,0,1,73,0,0,5,0,0,0,0,0,2,17,0,5,1,0,0,0,0,0,0,20
"J05",1,0,0,0,0,0,0,1,0,0,17,1,0,0,0,3,0,41,1,0,3,0,4,1,0,0,1,34,0,40,6,1,1,0,0,1,0,19
"J07",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,14,18,0,58,1,1,8,0,1,0,3,32
"J09",0,0,1,4,0,0,2,7,0,0,11,0,0,0,0,0,0,7,0,0,3,0,0,0,0,2,3,9,0,17,1,0,1,0,0,5,0,22
"J11",0,0,0,2,0,0,0,0,0,0,14,0,0,0,8,1,0,0,0,0,3,1,1,0,0,0,2,13,0,3,0,0,0,0,0,10,3,15
"J13",21,0,1,1,0,0,0,6,0,0,12,0,0,0,9,5,1,17,0,1,8,0,1,0,0,3,23,50,0,40,2,1,0,3,0,3,3,47
"K04",7,0,0,0,0,0,0,3,0,0,3,0,0,1,0,7,0,36,0,1,5,0,0,0,2,0,2,14,0,31,1,0,0,0,0,0,0,27
"K06",3,0,0,0,0,0,10,9,0,0,21,0,0,0,0,15,0,17,0,0,6,0,0,0,1,0,1,78,1,88,0,0,0,0,0,1,4,40
"K08",0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,4,0,1,4,0,0,0,1,0,3,25,0,18,0,1,2,0,0,0,2,17
"K10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,3,0,6
"K12",1,0,0,3,0,0,0,0,0,0,16,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,20,0,3,1,0,0,0,0,2,1,4
"L05",2,0,7,0,0,0,0,55,0,0,27,7,0,0,0,64,2,83,6,9,13,0,2,0,6,0,10,28,1,87,9,4,7,0,2,1,0,86
"L07",0,0,0,0,0,0,4,6,0,0,5,0,0,0,0,6,0,16,7,0,24,0,7,2,0,0,1,36,0,44,1,5,0,0,2,1,0,33
"L09",1,0,0,3,0,0,3,0,0,2,12,2,0,0,0,15,0,11,0,0,6,0,0,0,0,1,3,40,0,38,13,0,0,0,0,2,0,55
"L11",4,0,0,0,1,1,3,8,0,2,12,0,0,0,0,6,0,12,1,0,3,0,2,0,0,0,8,53,0,53,3,0,0,0,0,20,4,52
"L13",1,0,1,6,0,3,0,1,0,0,11,0,0,0,1,2,0,5,0,0,2,0,2,1,0,1,0,15,0,6,3,0,0,0,0,11,0,10
"M08",7,0,2,0,0,0,7,1,0,1,3,0,0,0,2,12,1,67,2,1,8,0,7,0,0,0,17,64,0,70,13,8,0,0,0,1,1,65
"M10",0,0,0,0,0,0,16,9,0,0,1,0,0,0,0,7,0,42,18,0,10,0,0,1,4,0,19,56,0,74,0,4,5,0,0,0,2,71
