"StudySite","AEME","ALBU","ATPA","BDCR","CEAL","CENA","CHPY","CICI","COTA","GASA","GEGE","HEIC","HEPA","HIAM","HINI","HYAF","ICAL","KOEL","LEMI","LESE","LOAF","MATE","MECA","MUMU","ORAF","OTCR","OUOU","PACY","PALE","PHAF","POLA","RERE","SYCA","SYGR","TAOR","TRAN","TRST","TRSY"
"G02",15,0,1,0,0,0,4,1,0,0,2,0,0,0,0,0,0,12,0,0,2,0,0,0,1,1,1,15,0,15,1,0,0,0,0,0,0,8
"G04",20,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,42,0,0,2,0,0,0,0,0,3,11,0,32,1,3,0,0,0,0,2,12
"G06",21,0,1,0,1,0,6,3,0,1,8,0,0,0,1,0,0,47,0,0,1,0,0,0,0,0,4,52,0,57,12,0,0,0,0,16,3,15
"G08",1,0,12,1,0,0,2,11,1,0,20,2,0,0,1,0,0,24,0,0,4,0,0,1,4,0,1,45,0,6,3,0,0,0,0,5,1,6
"G10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H03",78,0,0,0,0,0,2,24,0,0,11,3,0,5,0,0,0,108,0,0,8,1,0,0,2,0,35,56,1,104,1,0,3,0,0,0,0,21
"H05",21,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,1,36,0,0,4,0,0,0,0,0,2,29,1,18,1,1,1,0,0,0,4,12
"H07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I04",47,0,0,0,0,0,0,2,0,0,0,0,0,8,0,1,0,94,0,1,12,0,0,0,12,0,41,57,4,116,15,5,3,0,0,0,0,83
"I06",16,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,5,13,0,11,0,0,1,0,0,0,0,8
"I08",5,0,0,0,0,0,1,0,0,0,2,0,0,0,7,3,0,68,0,0,3,0,0,0,0,0,0,33,0,69,5,0,0,0,0,6,3,15
"I10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0
"I12",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,7,0,0,0,0,0,2,37,0,13,2,2,4,0,0,3,2,15
"I14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"J05",3,0,0,0,0,0,0,1,0,6,6,1,0,0,0,1,0,29,0,0,2,0,1,1,0,0,1,16,0,31,5,1,0,0,0,0,0,23
"J07",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,1,17,0,65,5,0,0,0,0,1,0,24
"J09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J11",0,0,1,0,0,3,0,4,0,0,3,0,0,0,1,24,0,22,0,0,0,0,0,0,0,0,0,69,0,11,0,0,0,0,0,12,1,27
"J13",18,0,1,0,0,0,0,9,0,0,14,0,0,0,1,0,3,26,0,0,0,1,0,0,0,0,2,26,0,28,2,0,2,0,0,0,0,23
"K04",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,4,0,0,0,0,0,1,27,0,66,0,0,0,0,0,0,0,55
"K06",35,0,0,0,0,0,24,11,0,1,43,0,0,0,0,8,0,112,0,0,3,0,3,2,2,0,5,76,1,106,7,1,0,0,4,1,2,74
"K08",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,2,8,0,30,0,0,0,0,0,2,0,3
"K10",0,0,1,1,0,32,5,0,0,0,10,1,0,0,0,0,0,11,0,0,1,1,0,1,0,0,0,27,0,18,8,0,0,0,0,15,0,11
"K12",0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0,4,0,1
"L05",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1,0,3,0,0,0,0,0,1,8,0,22,0,0,0,0,0,0,1,8
"L07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L11",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,6,0,0,0,0,0,0,14,0,36,0,0,0,0,0,10,0,35
"L13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
